year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,flight,origin,dest,air_time,distance,hour,minute
2013,1,2,739.0,4.0,1033.0,2.0,UA,1296,EWR,MCO,144.0,937,7,35
2013,1,2,747.0,-2.0,1051.0,-3.0,B6,341,JFK,SRQ,167.0,1041,7,49
2013,1,2,815.0,0.0,1109.0,-19.0,DL,2395,LGA,PBI,153.0,1035,8,15
2013,1,2,817.0,107.0,1107.0,142.0,EV,4235,EWR,IND,132.0,645,6,30
2013,1,2,818.0,-2.0,1130.0,1.0,B6,181,JFK,SAN,330.0,2446,8,20
2013,1,2,829.0,-1.0,1154.0,-6.0,UA,572,JFK,LAX,340.0,2475,8,30
2013,1,2,855.0,-5.0,1225.0,5.0,AA,1,JFK,LAX,336.0,2475,9,0
2013,1,2,855.0,20.0,1022.0,22.0,WN,4974,EWR,MDW,126.0,711,8,35
2013,1,2,856.0,-3.0,1050.0,-15.0,DL,869,EWR,DTW,88.0,488,8,59
2013,1,2,905.0,43.0,1313.0,,EV,4140,EWR,XNA,,1131,8,22
2013,1,2,913.0,5.0,1252.0,37.0,UA,493,EWR,IAH,227.0,1400,9,8
2013,1,2,953.0,-2.0,1117.0,-5.0,9E,4108,JFK,ROC,59.0,264,9,55
2013,1,2,1010.0,-5.0,1228.0,14.0,US,1441,JFK,CLT,111.0,541,10,15
2013,1,2,1023.0,3.0,1330.0,0.0,AA,731,LGA,DFW,225.0,1389,10,20
2013,1,2,1024.0,-1.0,1118.0,-11.0,B6,1026,JFK,BOS,35.0,187,10,25
2013,1,2,1027.0,1.0,1328.0,-11.0,UA,1563,LGA,IAH,219.0,1416,10,26
2013,1,2,1045.0,46.0,1242.0,73.0,MQ,4670,LGA,BNA,134.0,764,9,59
2013,1,2,1115.0,-5.0,1248.0,-2.0,EV,5218,LGA,PIT,60.0,335,11,20
2013,1,2,1130.0,-5.0,1420.0,-23.0,UA,569,EWR,TPA,153.0,997,11,35
2013,1,2,1144.0,13.0,1353.0,11.0,DL,2219,LGA,MSP,158.0,1020,11,31
2013,1,2,1153.0,-7.0,1313.0,-2.0,MQ,4425,JFK,DCA,55.0,213,12,0
2013,1,2,1236.0,-2.0,1446.0,0.0,DL,1131,LGA,DTW,101.0,502,12,38
2013,1,2,1240.0,-5.0,1538.0,-22.0,AA,2253,LGA,MIA,158.0,1096,12,45
2013,1,2,1254.0,-6.0,1545.0,8.0,DL,781,LGA,ATL,126.0,762,13,0
2013,1,2,1256.0,31.0,1409.0,24.0,WN,408,EWR,MDW,114.0,711,12,25
2013,1,2,1327.0,-2.0,1433.0,-20.0,EV,4254,EWR,BUF,54.0,282,13,29
2013,1,2,1332.0,5.0,1419.0,-14.0,EV,4316,EWR,ALB,33.0,143,13,27
2013,1,2,1429.0,29.0,1730.0,14.0,DL,2079,LGA,FLL,154.0,1076,14,0
2013,1,2,1452.0,3.0,1750.0,4.0,UA,1166,EWR,TPA,160.0,997,14,49
2013,1,2,1456.0,-4.0,1826.0,1.0,AA,1925,LGA,MIA,161.0,1096,15,0
2013,1,2,1507.0,8.0,1804.0,-1.0,B6,63,JFK,TPA,160.0,1005,14,59
2013,1,2,1518.0,-12.0,1713.0,-12.0,AA,2223,LGA,STL,148.0,888,15,30
2013,1,2,1531.0,1.0,1846.0,41.0,MQ,4525,LGA,XNA,216.0,1147,15,30
2013,1,2,1542.0,-3.0,1830.0,15.0,DL,1942,EWR,ATL,129.0,746,15,45
2013,1,2,1642.0,7.0,1814.0,4.0,MQ,3695,EWR,ORD,115.0,719,16,35
2013,1,2,1658.0,-2.0,1920.0,0.0,9E,3347,JFK,CVG,111.0,589,17,0
2013,1,2,1705.0,5.0,2006.0,16.0,AA,575,JFK,EGE,260.0,1747,17,0
2013,1,2,1708.0,8.0,2035.0,7.0,UA,1259,LGA,IAH,238.0,1416,17,0
2013,1,2,1737.0,17.0,1908.0,-2.0,AA,345,LGA,ORD,127.0,733,17,20
2013,1,2,1748.0,28.0,1927.0,22.0,MQ,4479,LGA,RDU,85.0,431,17,20
2013,1,2,1759.0,75.0,1902.0,69.0,EV,4180,EWR,MHT,39.0,209,16,44
2013,1,2,1803.0,4.0,1951.0,-2.0,UA,1053,EWR,CLE,67.0,404,17,59
2013,1,2,1810.0,75.0,2146.0,106.0,WN,2529,EWR,HOU,243.0,1411,16,55
2013,1,2,1857.0,-2.0,2148.0,-7.0,B6,155,JFK,MCO,154.0,944,18,59
2013,1,2,1921.0,36.0,2110.0,40.0,MQ,4517,LGA,CRW,81.0,444,18,45
2013,1,2,2003.0,-12.0,2102.0,-23.0,9E,3664,JFK,PHL,30.0,94,20,15
2013,1,2,2009.0,14.0,2146.0,16.0,WN,540,EWR,MDW,122.0,711,19,55
2013,1,2,2037.0,13.0,2351.0,-8.0,UA,1595,EWR,LAX,345.0,2454,20,24
2013,1,2,2049.0,-11.0,2220.0,0.0,MQ,3744,EWR,ORD,128.0,719,21,0
2013,1,2,2058.0,4.0,2347.0,-2.0,UA,437,EWR,PBI,149.0,1023,20,54
2013,1,2,2101.0,26.0,7.0,27.0,UA,834,EWR,IAH,223.0,1400,20,35
2013,1,2,2259.0,119.0,122.0,110.0,DL,1247,LGA,ATL,124.0,762,21,0
2013,1,3,50.0,185.0,203.0,172.0,B6,104,JFK,BUF,58.0,301,21,45
2013,1,3,555.0,-5.0,819.0,-6.0,MQ,4650,LGA,ATL,128.0,762,6,0
2013,1,3,556.0,-4.0,903.0,13.0,B6,343,EWR,PBI,153.0,1023,6,0
2013,1,3,556.0,-4.0,852.0,15.0,DL,461,LGA,ATL,128.0,762,6,0
2013,1,3,618.0,3.0,1044.0,-16.0,B6,709,JFK,SJU,190.0,1598,6,15
2013,1,3,625.0,-5.0,914.0,15.0,DL,2006,LGA,MSY,206.0,1183,6,30
2013,1,3,633.0,-1.0,1032.0,40.0,UA,910,EWR,AUS,264.0,1504,6,34
2013,1,3,635.0,5.0,920.0,33.0,EV,4419,EWR,IND,129.0,645,6,30
2013,1,3,658.0,-2.0,938.0,-47.0,VX,399,JFK,LAX,316.0,2475,7,0
2013,1,3,720.0,10.0,910.0,20.0,MQ,3737,EWR,ORD,134.0,719,7,10
2013,1,3,730.0,0.0,1014.0,-46.0,AA,33,JFK,LAX,313.0,2475,7,30
2013,1,3,756.0,-4.0,1057.0,3.0,B6,517,EWR,MCO,158.0,937,8,0
2013,1,3,807.0,-3.0,1301.0,-14.0,AA,655,JFK,STT,211.0,1623,8,10
2013,1,3,847.0,2.0,1147.0,2.0,B6,59,JFK,TPA,165.0,1005,8,45
2013,1,3,858.0,-2.0,1155.0,-30.0,VX,407,JFK,LAX,322.0,2475,9,0
2013,1,3,859.0,39.0,1011.0,32.0,9E,4051,JFK,BWI,41.0,184,8,20
2013,1,3,933.0,-4.0,1048.0,-14.0,B6,4,JFK,BUF,59.0,301,9,37
2013,1,3,933.0,-2.0,1100.0,-5.0,WN,986,LGA,MDW,123.0,725,9,35
2013,1,3,936.0,51.0,1446.0,56.0,AA,1357,JFK,SJU,205.0,1598,8,45
2013,1,3,944.0,4.0,1300.0,25.0,B6,361,LGA,PBI,164.0,1035,9,40
2013,1,3,1000.0,0.0,1213.0,7.0,US,1177,LGA,CLT,103.0,544,10,0
2013,1,3,1115.0,-1.0,1355.0,-19.0,UA,1143,EWR,PBI,149.0,1023,11,16
2013,1,3,1153.0,-6.0,1429.0,-2.0,EV,4090,EWR,JAX,139.0,820,11,59
2013,1,3,1202.0,2.0,1400.0,4.0,US,1443,JFK,CLT,96.0,541,12,0
2013,1,3,1213.0,-7.0,1347.0,-3.0,MQ,3697,EWR,ORD,124.0,719,12,20
2013,1,3,1249.0,-2.0,1554.0,-8.0,UA,428,LGA,IAH,221.0,1416,12,51
2013,1,3,1318.0,-7.0,1510.0,5.0,MQ,4475,LGA,RDU,81.0,431,13,25
2013,1,3,1326.0,-4.0,1543.0,16.0,EV,3840,EWR,MEM,176.0,946,13,30
2013,1,3,1331.0,1.0,1648.0,-22.0,WN,654,EWR,PHX,298.0,2133,13,30
2013,1,3,1334.0,19.0,1637.0,26.0,B6,505,EWR,FLL,165.0,1065,13,15
2013,1,3,1348.0,-2.0,1821.0,,DL,1705,LGA,MSY,,1183,13,50
2013,1,3,1417.0,-1.0,1727.0,12.0,UA,424,EWR,PBI,163.0,1023,14,18
2013,1,3,1452.0,0.0,1702.0,7.0,DL,1231,LGA,DTW,85.0,502,14,52
2013,1,3,1456.0,-3.0,1603.0,-9.0,EV,4571,EWR,PWM,48.0,284,14,59
2013,1,3,1507.0,-8.0,1653.0,-7.0,MQ,4333,JFK,PIT,73.0,340,15,15
2013,1,3,1512.0,7.0,1623.0,-14.0,9E,3393,JFK,DCA,49.0,213,15,5
2013,1,3,1519.0,20.0,1855.0,50.0,B6,63,JFK,TPA,173.0,1005,14,59
2013,1,3,1540.0,12.0,1706.0,26.0,EV,3267,EWR,ORF,57.0,284,15,28
2013,1,3,1619.0,4.0,2001.0,48.0,B6,985,LGA,TPA,180.0,1010,16,15
2013,1,3,1624.0,-1.0,1851.0,-4.0,MQ,4661,LGA,ATL,126.0,762,16,25
2013,1,3,1635.0,20.0,1832.0,1.0,DL,1619,LGA,MSP,145.0,1020,16,15
2013,1,3,1810.0,-5.0,1959.0,-27.0,DL,2019,LGA,MSP,143.0,1020,18,15
2013,1,3,1820.0,-10.0,1951.0,-24.0,MQ,4674,LGA,CLE,69.0,419,18,30
2013,1,3,1821.0,171.0,2131.0,141.0,AA,85,JFK,SFO,328.0,2586,15,30
2013,1,3,1823.0,13.0,2048.0,11.0,9E,3542,JFK,MSP,152.0,1029,18,10
2013,1,3,1830.0,-5.0,2121.0,-36.0,B6,359,JFK,BUR,307.0,2465,18,35
2013,1,3,1832.0,2.0,2152.0,-13.0,AA,269,JFK,SEA,340.0,2422,18,30
2013,1,3,1857.0,-3.0,2200.0,-61.0,DL,1465,JFK,SFO,329.0,2586,19,0
2013,1,3,1858.0,-2.0,2233.0,-5.0,DL,87,JFK,LAX,348.0,2475,19,0
2013,1,3,1933.0,123.0,2131.0,98.0,F9,511,LGA,DEN,208.0,1620,17,30
2013,1,3,1946.0,16.0,2300.0,13.0,DL,1854,LGA,FLL,165.0,1076,19,30
2013,1,3,1956.0,16.0,2304.0,23.0,B6,381,LGA,FLL,156.0,1076,19,40
2013,1,3,2058.0,-2.0,2202.0,-28.0,WN,946,LGA,MDW,109.0,725,21,0
2013,1,4,622.0,-8.0,1004.0,-10.0,US,245,EWR,PHX,278.0,2133,6,30
2013,1,4,633.0,-6.0,940.0,-17.0,UA,910,EWR,AUS,229.0,1504,6,39
2013,1,4,633.0,-2.0,927.0,-12.0,UA,1627,EWR,PBI,152.0,1023,6,35
2013,1,4,639.0,4.0,916.0,-24.0,AA,711,LGA,DFW,197.0,1389,6,35
2013,1,4,728.0,-2.0,1024.0,-36.0,AA,33,JFK,LAX,327.0,2475,7,30
2013,1,4,745.0,-10.0,1008.0,-4.0,9E,4023,EWR,CVG,98.0,569,7,55
2013,1,4,756.0,-4.0,1109.0,-15.0,DL,2143,JFK,MIA,152.0,1089,8,0
2013,1,4,811.0,1.0,925.0,0.0,AA,1838,JFK,BOS,42.0,187,8,10
2013,1,4,825.0,5.0,954.0,15.0,9E,4051,JFK,BWI,40.0,184,8,20
2013,1,4,829.0,-1.0,1113.0,-57.0,UA,1480,EWR,SFO,326.0,2565,8,30
2013,1,4,837.0,-3.0,1001.0,-2.0,9E,3422,JFK,BOS,41.0,187,8,40
2013,1,4,845.0,0.0,1001.0,-5.0,EV,4409,EWR,RIC,48.0,277,8,45
2013,1,4,856.0,-3.0,1123.0,-22.0,DL,1747,LGA,ATL,119.0,762,8,59
2013,1,4,900.0,0.0,1516.0,-14.0,HA,51,JFK,HNL,639.0,4983,9,0
2013,1,4,928.0,9.0,1039.0,9.0,B6,1004,JFK,BOS,41.0,187,9,19
2013,1,4,942.0,2.0,1056.0,-24.0,WN,1807,LGA,MKE,117.0,738,9,40
2013,1,4,955.0,-5.0,1219.0,-20.0,DL,1847,LGA,ATL,115.0,762,10,0
2013,1,4,955.0,-5.0,1238.0,-47.0,US,75,EWR,PHX,272.0,2133,10,0
2013,1,4,1000.0,5.0,1229.0,-17.0,UA,1597,EWR,EGE,252.0,1726,9,55
2013,1,4,1010.0,19.0,1234.0,6.0,EV,4140,EWR,ATL,123.0,746,9,51
2013,1,4,1041.0,41.0,1150.0,27.0,EV,5736,LGA,IAD,48.0,229,10,0
2013,1,4,1053.0,-7.0,1349.0,-36.0,UA,642,JFK,SFO,337.0,2586,11,0
2013,1,4,1055.0,-5.0,1201.0,-11.0,US,2124,LGA,BOS,39.0,184,11,0
2013,1,4,1101.0,-5.0,1349.0,-15.0,UA,1143,EWR,PBI,152.0,1023,11,6
2013,1,4,1108.0,-7.0,1229.0,-28.0,EV,5273,LGA,PIT,55.0,335,11,15
2013,1,4,1202.0,4.0,1504.0,2.0,B6,625,JFK,HOU,228.0,1428,11,58
2013,1,4,1252.0,-8.0,1511.0,-18.0,EV,4950,EWR,ATL,118.0,746,13,0
2013,1,4,1301.0,3.0,1531.0,-39.0,B6,209,JFK,LGB,311.0,2465,12,58
2013,1,4,1328.0,-2.0,1606.0,-35.0,B6,355,JFK,BUR,319.0,2465,13,30
2013,1,4,1341.0,1.0,1617.0,-9.0,B6,525,EWR,MCO,142.0,937,13,40
2013,1,4,1342.0,12.0,1633.0,-7.0,AA,753,LGA,DFW,211.0,1389,13,30
2013,1,4,1445.0,0.0,1616.0,-18.0,EV,4596,EWR,STL,134.0,872,14,45
2013,1,4,1450.0,4.0,1809.0,12.0,UA,477,LGA,IAH,226.0,1416,14,46
2013,1,4,1458.0,-2.0,1646.0,-10.0,US,720,EWR,CLT,89.0,529,15,0
2013,1,4,1504.0,-6.0,1731.0,-14.0,MQ,4309,JFK,IND,99.0,665,15,10
2013,1,4,1531.0,22.0,1759.0,18.0,EV,3817,EWR,JAX,130.0,820,15,9
2013,1,4,1539.0,6.0,1846.0,-11.0,B6,137,JFK,RSW,168.0,1074,15,33
2013,1,4,1540.0,-5.0,1644.0,-19.0,9E,3635,JFK,BWI,40.0,184,15,45
2013,1,4,1643.0,28.0,1857.0,42.0,9E,3387,JFK,RDU,70.0,427,16,15
2013,1,4,1644.0,-1.0,1929.0,-36.0,AA,181,JFK,LAX,326.0,2475,16,45
2013,1,4,1654.0,-6.0,2127.0,-37.0,DL,329,JFK,SJU,192.0,1598,17,0
2013,1,4,1706.0,-4.0,2007.0,-8.0,AA,695,JFK,AUS,223.0,1521,17,10
2013,1,4,1720.0,20.0,2016.0,2.0,B6,15,JFK,FLL,161.0,1069,17,0
2013,1,4,1722.0,-3.0,1841.0,-14.0,MQ,4255,JFK,BNA,120.0,765,17,25
2013,1,4,1805.0,65.0,1929.0,50.0,UA,689,LGA,ORD,117.0,733,17,0
2013,1,4,1811.0,1.0,2126.0,6.0,UA,1292,EWR,FLL,161.0,1065,18,10
2013,1,4,1822.0,60.0,1954.0,70.0,EV,4300,EWR,RIC,52.0,277,17,22
2013,1,4,1845.0,18.0,2052.0,3.0,UA,612,EWR,DEN,211.0,1605,18,27
2013,1,4,1900.0,4.0,2147.0,-17.0,UA,891,LGA,IAH,209.0,1416,18,56
2013,1,4,1902.0,2.0,2022.0,-13.0,WN,2944,LGA,MKE,119.0,738,19,0
2013,1,4,1920.0,-5.0,2211.0,-24.0,DL,2370,LGA,PBI,146.0,1035,19,25
2013,1,4,1920.0,0.0,2219.0,-39.0,DL,6,JFK,SLC,260.0,1990,19,20
2013,1,4,1922.0,-8.0,2112.0,-39.0,9E,3798,JFK,CLT,87.0,541,19,30
2013,1,4,1931.0,-4.0,2230.0,-3.0,UA,1416,EWR,IAH,214.0,1400,19,35
2013,1,4,2006.0,-9.0,2147.0,-23.0,MQ,4555,LGA,CMH,75.0,479,20,15
2013,1,4,2010.0,25.0,2116.0,11.0,EV,4108,EWR,IAD,45.0,212,19,45
2013,1,4,2041.0,41.0,2326.0,8.0,UA,890,EWR,MIA,147.0,1085,20,0
2013,1,4,2045.0,16.0,2359.0,9.0,B6,165,JFK,PDX,350.0,2454,20,29
2013,1,4,2046.0,6.0,2342.0,-17.0,B6,677,JFK,LAX,320.0,2475,20,40
2013,1,4,2048.0,8.0,2305.0,-9.0,B6,619,JFK,JAX,122.0,828,20,40
2013,1,4,2055.0,-5.0,2237.0,-13.0,MQ,4584,LGA,CLT,83.0,544,21,0
2013,1,4,2105.0,5.0,2215.0,-15.0,WN,946,LGA,MDW,115.0,725,21,0
2013,1,4,2158.0,-1.0,2314.0,8.0,EV,4322,EWR,PWM,50.0,284,21,59
2013,1,5,553.0,-7.0,903.0,0.0,UA,403,EWR,MIA,154.0,1085,6,0
2013,1,5,605.0,-5.0,917.0,-4.0,B6,135,JFK,RSW,171.0,1074,6,10
2013,1,5,611.0,11.0,720.0,-4.0,EV,6012,LGA,IAD,50.0,229,6,0
2013,1,5,651.0,6.0,904.0,-18.0,UA,1245,LGA,DEN,234.0,1620,6,45
2013,1,5,656.0,21.0,1002.0,22.0,AA,711,LGA,DFW,218.0,1389,6,35
2013,1,5,700.0,0.0,1014.0,-11.0,VX,399,JFK,LAX,346.0,2475,7,0
2013,1,5,743.0,7.0,902.0,12.0,B6,44,JFK,SYR,50.0,209,7,36
2013,1,5,807.0,-3.0,949.0,1.0,B6,1051,JFK,PIT,69.0,340,8,10
2013,1,5,813.0,-7.0,956.0,-1.0,9E,3317,JFK,BUF,64.0,301,8,20
2013,1,5,820.0,25.0,916.0,11.0,WN,3517,LGA,BWI,38.0,185,7,55
2013,1,5,830.0,0.0,946.0,-1.0,9E,4051,JFK,BWI,36.0,184,8,30
2013,1,5,834.0,4.0,956.0,1.0,WN,101,EWR,MDW,122.0,711,8,30
2013,1,5,858.0,-2.0,1519.0,-11.0,HA,51,JFK,HNL,635.0,4983,9,0
2013,1,5,900.0,0.0,1118.0,-12.0,UA,1643,EWR,DEN,230.0,1605,9,0
2013,1,5,913.0,-7.0,1449.0,1.0,DL,675,JFK,STT,237.0,1623,9,20
2013,1,5,925.0,-4.0,1022.0,-22.0,EV,4636,EWR,DCA,39.0,199,9,29
2013,1,5,955.0,-4.0,1126.0,-3.0,MQ,4670,LGA,BNA,127.0,764,9,59
2013,1,5,1142.0,12.0,1455.0,5.0,VX,409,JFK,LAX,348.0,2475,11,30
2013,1,5,1149.0,-3.0,1417.0,-7.0,EV,4679,EWR,JAX,131.0,820,11,52
2013,1,5,1212.0,12.0,1329.0,23.0,B6,1174,EWR,BOS,41.0,200,12,0
2013,1,5,1214.0,14.0,1533.0,-12.0,VX,25,JFK,SFO,361.0,2586,12,0
2013,1,5,1254.0,39.0,1404.0,36.0,EV,4087,EWR,PWM,49.0,284,12,15
2013,1,5,1254.0,-5.0,1440.0,-22.0,US,1437,LGA,CLT,89.0,544,12,59
2013,1,5,1308.0,68.0,1621.0,71.0,AA,3,JFK,LAX,346.0,2475,12,0
2013,1,5,1320.0,0.0,1645.0,20.0,WN,2101,EWR,HOU,231.0,1411,13,20
2013,1,5,1322.0,24.0,1640.0,30.0,B6,209,JFK,LGB,347.0,2465,12,58
2013,1,5,1445.0,-2.0,1639.0,-7.0,EV,4572,EWR,GSP,104.0,594,14,47
2013,1,5,1454.0,-6.0,1809.0,-16.0,AA,1925,LGA,MIA,162.0,1096,15,0
2013,1,5,1525.0,-4.0,1737.0,0.0,EV,4369,EWR,CVG,112.0,569,15,29
2013,1,5,1535.0,-5.0,1854.0,-6.0,UA,243,JFK,LAX,349.0,2475,15,40
2013,1,5,1540.0,-5.0,1632.0,-23.0,US,1569,LGA,PHL,34.0,96,15,45
2013,1,5,1554.0,24.0,1743.0,18.0,AA,2223,LGA,STL,157.0,888,15,30
2013,1,5,1556.0,-4.0,1911.0,-16.0,DL,2139,LGA,MIA,161.0,1096,16,0
2013,1,5,1600.0,0.0,1825.0,5.0,FL,620,LGA,ATL,127.0,762,16,0
2013,1,5,1608.0,20.0,1916.0,-9.0,DL,1773,JFK,SLC,274.0,1990,15,48
2013,1,5,1615.0,0.0,1831.0,-14.0,WN,2890,EWR,DEN,240.0,1605,16,15
2013,1,5,1642.0,7.0,2004.0,4.0,US,177,EWR,PHX,302.0,2133,16,35
2013,1,5,1648.0,-2.0,1837.0,-3.0,WN,1655,EWR,STL,149.0,872,16,50
2013,1,5,1650.0,-5.0,2016.0,-13.0,DL,706,JFK,AUS,248.0,1521,16,55
2013,1,5,1709.0,4.0,2017.0,7.0,AA,1905,EWR,DFW,219.0,1372,17,5
2013,1,5,1710.0,0.0,2139.0,-22.0,B6,699,JFK,SJU,193.0,1598,17,10
2013,1,5,1710.0,-5.0,2019.0,-21.0,DL,503,JFK,SAN,340.0,2446,17,15
2013,1,5,1729.0,-1.0,2036.0,-26.0,UA,1139,EWR,SFO,343.0,2565,17,30
2013,1,5,1741.0,12.0,2044.0,4.0,UA,1585,EWR,FLL,162.0,1065,17,29
2013,1,5,1758.0,-1.0,1908.0,-4.0,EV,4509,EWR,PWM,48.0,284,17,59
2013,1,5,1831.0,-5.0,1952.0,-18.0,B6,130,JFK,BUF,62.0,301,18,36
