timestamp,hour,temperature_c,is_weekend,demand_kwh
2026-01-02 21:00:00,21,11.83,0,176.45
2026-01-02 22:00:00,22,11.46,0,149.76
2026-01-02 23:00:00,23,8.44,0,149.4
2026-01-03 00:00:00,0,9.98,1,140.61
2026-01-03 01:00:00,1,10.34,1,130.8
2026-01-03 02:00:00,2,7.82,1,144.69
2026-01-03 03:00:00,3,11.6,1,125.32
2026-01-03 04:00:00,4,9.08,1,150.95
2026-01-03 05:00:00,5,11.42,1,134.35
2026-01-03 06:00:00,6,11.01,1,134.09
2026-01-03 07:00:00,7,15.41,1,128.08
2026-01-03 08:00:00,8,17.35,1,112.52
2026-01-03 09:00:00,9,21.06,1,126.36
2026-01-03 10:00:00,10,21.72,1,121.28
2026-01-03 11:00:00,11,20.84,1,122.1
2026-01-03 12:00:00,12,22.84,1,125.79
2026-01-03 13:00:00,13,22.1,1,133.37
2026-01-03 14:00:00,14,21.47,1,112.24
2026-01-03 15:00:00,15,23.04,1,121.43
2026-01-03 16:00:00,16,19.24,1,104.94
2026-01-03 17:00:00,17,20.11,1,147.37
2026-01-03 18:00:00,18,16.84,1,139.38
2026-01-03 19:00:00,19,17.65,1,143.67
2026-01-03 20:00:00,20,13.18,1,154.98
2026-01-03 21:00:00,21,11.79,1,155.09
2026-01-03 22:00:00,22,10.8,1,122.76
2026-01-03 23:00:00,23,10.4,1,127.68
2026-01-04 00:00:00,0,10.64,1,131.35
2026-01-04 01:00:00,1,9.28,1,137.39
2026-01-04 02:00:00,2,11.42,1,143.71
2026-01-04 03:00:00,3,10.78,1,139.18
2026-01-04 04:00:00,4,11.5,1,134.46
2026-01-04 05:00:00,5,14.0,1,133.83
2026-01-04 06:00:00,6,15.71,1,124.42
2026-01-04 07:00:00,7,17.92,1,116.09
2026-01-04 08:00:00,8,18.52,1,111.32
2026-01-04 09:00:00,9,21.12,1,118.88
2026-01-04 10:00:00,10,21.63,1,127.53
2026-01-04 11:00:00,11,21.54,1,116.64
2026-01-04 12:00:00,12,23.64,1,128.17
2026-01-04 13:00:00,13,22.86,1,124.98
2026-01-04 14:00:00,14,23.13,1,111.97
2026-01-04 15:00:00,15,23.25,1,115.57
2026-01-04 16:00:00,16,20.6,1,114.53
2026-01-04 17:00:00,17,17.85,1,135.07
2026-01-04 18:00:00,18,19.09,1,139.96
2026-01-04 19:00:00,19,18.8,1,136.18
2026-01-04 20:00:00,20,12.84,1,154.93
2026-01-04 21:00:00,21,11.93,1,154.43
2026-01-04 22:00:00,22,15.01,1,122.07
2026-01-04 23:00:00,23,9.92,1,129.81
2026-01-05 00:00:00,0,5.15,0,162.4
2026-01-05 01:00:00,1,11.84,0,150.33
2026-01-05 02:00:00,2,10.53,0,150.37
2026-01-05 03:00:00,3,12.07,0,155.15
2026-01-05 04:00:00,4,12.39,0,141.7
2026-01-05 05:00:00,5,12.25,0,147.22
2026-01-05 06:00:00,6,15.83,0,138.91
2026-01-05 07:00:00,7,14.27,0,149.2
2026-01-05 08:00:00,8,19.04,0,131.2
2026-01-05 09:00:00,9,20.02,0,143.02
2026-01-05 10:00:00,10,22.54,0,137.72
2026-01-05 11:00:00,11,21.41,0,135.0
2026-01-05 12:00:00,12,23.54,0,143.11
2026-01-05 13:00:00,13,24.02,0,133.56
2026-01-05 14:00:00,14,23.27,0,139.21
2026-01-05 15:00:00,15,22.0,0,142.0
2026-01-05 16:00:00,16,22.63,0,141.32
2026-01-05 17:00:00,17,17.03,0,165.92
2026-01-05 18:00:00,18,17.65,0,159.07
2026-01-05 19:00:00,19,14.98,0,161.48
2026-01-05 20:00:00,20,13.35,0,177.73
2026-01-05 21:00:00,21,17.04,0,153.78
2026-01-05 22:00:00,22,10.78,0,148.16
2026-01-05 23:00:00,23,11.66,0,143.87
2026-01-06 00:00:00,0,9.0,0,153.19
2026-01-06 01:00:00,1,9.87,0,153.67
2026-01-06 02:00:00,2,11.36,0,152.71
2026-01-06 03:00:00,3,10.32,0,146.95
2026-01-06 04:00:00,4,11.83,0,154.92
2026-01-06 05:00:00,5,14.21,0,143.04
2026-01-06 06:00:00,6,14.72,0,148.11
2026-01-06 07:00:00,7,15.11,0,140.06
2026-01-06 08:00:00,8,17.61,0,132.08
2026-01-06 09:00:00,9,22.06,0,142.19
2026-01-06 10:00:00,10,21.08,0,133.92
2026-01-06 11:00:00,11,21.85,0,126.81
2026-01-06 12:00:00,12,22.41,0,134.34
2026-01-06 13:00:00,13,23.28,0,135.3
2026-01-06 14:00:00,14,23.45,0,139.17
2026-01-06 15:00:00,15,23.41,0,139.24
2026-01-06 16:00:00,16,20.83,0,128.88
2026-01-06 17:00:00,17,20.4,0,155.27
2026-01-06 18:00:00,18,21.17,0,151.39
2026-01-06 19:00:00,19,16.14,0,146.03
2026-01-06 20:00:00,20,15.27,0,154.96
2026-01-06 21:00:00,21,13.53,0,169.41
2026-01-06 22:00:00,22,12.46,0,137.54
2026-01-06 23:00:00,23,12.08,0,138.61
2026-01-07 00:00:00,0,9.7,0,158.74
2026-01-07 01:00:00,1,11.81,0,151.43
2026-01-07 02:00:00,2,9.18,0,160.42
2026-01-07 03:00:00,3,8.85,0,157.36
2026-01-07 04:00:00,4,13.49,0,148.68
2026-01-07 05:00:00,5,13.27,0,146.58
2026-01-07 06:00:00,6,13.95,0,148.9
2026-01-07 07:00:00,7,16.47,0,139.73
2026-01-07 08:00:00,8,16.52,0,134.75
2026-01-07 09:00:00,9,22.25,0,149.06
2026-01-07 10:00:00,10,19.92,0,139.41
2026-01-07 11:00:00,11,22.74,0,141.65
2026-01-07 12:00:00,12,23.21,0,144.44
2026-01-07 13:00:00,13,20.73,0,135.64
2026-01-07 14:00:00,14,23.53,0,141.19
2026-01-07 15:00:00,15,23.05,0,137.16
2026-01-07 16:00:00,16,22.88,0,134.67
2026-01-07 17:00:00,17,20.92,0,167.27
2026-01-07 18:00:00,18,19.82,0,153.46
2026-01-07 19:00:00,19,18.21,0,143.8
2026-01-07 20:00:00,20,15.67,0,166.21
2026-01-07 21:00:00,21,12.93,0,169.33
2026-01-07 22:00:00,22,14.88,0,134.48
2026-01-07 23:00:00,23,8.98,0,152.39
2026-01-08 00:00:00,0,9.79,0,146.65
2026-01-08 01:00:00,1,9.53,0,151.4
2026-01-08 02:00:00,2,9.25,0,154.99
2026-01-08 03:00:00,3,9.97,0,149.12
2026-01-08 04:00:00,4,11.15,0,150.51
2026-01-08 05:00:00,5,13.1,0,151.12
2026-01-08 06:00:00,6,15.21,0,142.53
2026-01-08 07:00:00,7,15.34,0,145.93
2026-01-08 08:00:00,8,17.58,0,128.44
2026-01-08 09:00:00,9,18.62,0,124.61
2026-01-08 10:00:00,10,21.86,0,142.89
2026-01-08 11:00:00,11,24.3,0,143.13
2026-01-08 12:00:00,12,22.72,0,141.63
2026-01-08 13:00:00,13,24.8,0,145.51
2026-01-08 14:00:00,14,25.86,0,150.22
2026-01-08 15:00:00,15,23.52,0,140.05
2026-01-08 16:00:00,16,21.39,0,133.79
2026-01-08 17:00:00,17,22.02,0,172.04
2026-01-08 18:00:00,18,18.49,0,155.27
2026-01-08 19:00:00,19,17.4,0,156.69
2026-01-08 20:00:00,20,15.89,0,164.11
2026-01-08 21:00:00,21,11.27,0,176.64
2026-01-08 22:00:00,22,13.96,0,138.83
2026-01-08 23:00:00,23,11.61,0,146.35
2026-01-09 00:00:00,0,12.69,0,139.5
2026-01-09 01:00:00,1,13.43,0,143.12
2026-01-09 02:00:00,2,12.64,0,144.14
2026-01-09 03:00:00,3,11.42,0,147.73
2026-01-09 04:00:00,4,11.54,0,151.27
2026-01-09 05:00:00,5,11.26,0,158.14
2026-01-09 06:00:00,6,14.91,0,149.09
2026-01-09 07:00:00,7,17.24,0,136.34
2026-01-09 08:00:00,8,19.04,0,136.95
2026-01-09 09:00:00,9,20.49,0,128.81
2026-01-09 10:00:00,10,20.88,0,138.05
2026-01-09 11:00:00,11,22.48,0,147.39
2026-01-09 12:00:00,12,25.63,0,144.79
2026-01-09 13:00:00,13,24.02,0,137.47
2026-01-09 14:00:00,14,23.69,0,139.5
2026-01-09 15:00:00,15,22.85,0,142.23
2026-01-09 16:00:00,16,21.77,0,130.15
2026-01-09 17:00:00,17,20.27,0,171.73
2026-01-09 18:00:00,18,21.04,0,163.39
2026-01-09 19:00:00,19,16.38,0,167.35
2026-01-09 20:00:00,20,14.28,0,161.67
2026-01-09 21:00:00,21,14.06,0,163.8
2026-01-09 22:00:00,22,10.4,0,148.04
2026-01-09 23:00:00,23,10.56,0,145.86
2026-01-10 00:00:00,0,10.47,1,127.33
2026-01-10 01:00:00,1,10.97,1,127.36
2026-01-10 02:00:00,2,9.95,1,143.83
2026-01-10 03:00:00,3,10.21,1,141.14
2026-01-10 04:00:00,4,12.25,1,133.54
2026-01-10 05:00:00,5,12.8,1,136.17
2026-01-10 06:00:00,6,12.49,1,129.01
2026-01-10 07:00:00,7,18.25,1,123.15
2026-01-10 08:00:00,8,18.68,1,120.37
2026-01-10 09:00:00,9,22.01,1,120.99
2026-01-10 10:00:00,10,21.79,1,127.21
2026-01-10 11:00:00,11,25.23,1,126.92
2026-01-10 12:00:00,12,27.14,1,135.95
2026-01-10 13:00:00,13,22.81,1,129.63
2026-01-10 14:00:00,14,24.58,1,126.1
2026-01-10 15:00:00,15,21.6,1,116.12
2026-01-10 16:00:00,16,21.96,1,120.9
2026-01-10 17:00:00,17,19.27,1,142.59
2026-01-10 18:00:00,18,18.46,1,130.48
2026-01-10 19:00:00,19,18.13,1,137.39
2026-01-10 20:00:00,20,16.5,1,140.81
2026-01-10 21:00:00,21,14.06,1,146.45
2026-01-10 22:00:00,22,11.75,1,123.26
2026-01-10 23:00:00,23,12.39,1,125.17
2026-01-11 00:00:00,0,12.65,1,123.23
2026-01-11 01:00:00,1,9.94,1,130.08
2026-01-11 02:00:00,2,11.97,1,128.46
2026-01-11 03:00:00,3,10.19,1,134.1
2026-01-11 04:00:00,4,13.88,1,129.6
2026-01-11 05:00:00,5,12.12,1,130.43
2026-01-11 06:00:00,6,16.29,1,124.86
2026-01-11 07:00:00,7,19.0,1,119.12
2026-01-11 08:00:00,8,17.97,1,121.19
2026-01-11 09:00:00,9,19.52,1,120.18
2026-01-11 10:00:00,10,20.7,1,128.37
2026-01-11 11:00:00,11,21.86,1,114.03
2026-01-11 12:00:00,12,23.67,1,119.92
2026-01-11 13:00:00,13,22.64,1,122.43
2026-01-11 14:00:00,14,23.21,1,126.25
2026-01-11 15:00:00,15,21.84,1,121.1
2026-01-11 16:00:00,16,18.66,1,103.98
2026-01-11 17:00:00,17,18.52,1,144.83
2026-01-11 18:00:00,18,17.71,1,143.55
2026-01-11 19:00:00,19,18.21,1,146.42
2026-01-11 20:00:00,20,13.23,1,151.53
2026-01-11 21:00:00,21,12.97,1,154.67
2026-01-11 22:00:00,22,9.72,1,130.53
2026-01-11 23:00:00,23,9.98,1,127.95
2026-01-12 00:00:00,0,10.94,0,137.95
2026-01-12 01:00:00,1,9.94,0,153.28
2026-01-12 02:00:00,2,9.93,0,159.64
2026-01-12 03:00:00,3,9.79,0,150.74
2026-01-12 04:00:00,4,12.84,0,146.6
2026-01-12 05:00:00,5,13.49,0,153.24
2026-01-12 06:00:00,6,13.27,0,147.71
2026-01-12 07:00:00,7,17.97,0,138.7
2026-01-12 08:00:00,8,18.02,0,138.51
2026-01-12 09:00:00,9,18.78,0,136.08
2026-01-12 10:00:00,10,23.39,0,147.32
2026-01-12 11:00:00,11,20.99,0,136.47
2026-01-12 12:00:00,12,22.85,0,144.29
2026-01-12 13:00:00,13,24.11,0,143.54
2026-01-12 14:00:00,14,24.21,0,138.64
2026-01-12 15:00:00,15,22.1,0,135.08
2026-01-12 16:00:00,16,22.53,0,133.62
2026-01-12 17:00:00,17,20.47,0,154.0
2026-01-12 18:00:00,18,20.06,0,159.82
2026-01-12 19:00:00,19,17.27,0,153.64
2026-01-12 20:00:00,20,15.06,0,161.14
2026-01-12 21:00:00,21,14.59,0,180.25
2026-01-12 22:00:00,22,10.24,0,153.0
2026-01-12 23:00:00,23,8.77,0,150.79
2026-01-13 00:00:00,0,8.73,0,149.96
2026-01-13 01:00:00,1,10.97,0,153.68
2026-01-13 02:00:00,2,9.42,0,162.43
2026-01-13 03:00:00,3,11.57,0,145.95
2026-01-13 04:00:00,4,10.8,0,149.4
2026-01-13 05:00:00,5,10.13,0,156.24
2026-01-13 06:00:00,6,13.88,0,139.09
2026-01-13 07:00:00,7,16.68,0,145.79
2026-01-13 08:00:00,8,16.77,0,143.49
2026-01-13 09:00:00,9,18.55,0,133.04
2026-01-13 10:00:00,10,23.09,0,148.27
2026-01-13 11:00:00,11,18.81,0,139.53
2026-01-13 12:00:00,12,20.42,0,138.98
2026-01-13 13:00:00,13,21.48,0,131.95
2026-01-13 14:00:00,14,23.03,0,143.14
2026-01-13 15:00:00,15,21.93,0,131.49
2026-01-13 16:00:00,16,20.74,0,131.02
2026-01-13 17:00:00,17,22.75,0,165.68
2026-01-13 18:00:00,18,16.59,0,156.98
2026-01-13 19:00:00,19,15.31,0,162.58
2026-01-13 20:00:00,20,13.73,0,167.77
2026-01-13 21:00:00,21,14.8,0,159.36
2026-01-13 22:00:00,22,12.29,0,138.45
2026-01-13 23:00:00,23,11.52,0,146.13
2026-01-14 00:00:00,0,9.84,0,149.51
2026-01-14 01:00:00,1,10.52,0,146.03
2026-01-14 02:00:00,2,9.51,0,153.22
2026-01-14 03:00:00,3,9.75,0,162.91
2026-01-14 04:00:00,4,10.92,0,150.91
2026-01-14 05:00:00,5,13.11,0,144.92
2026-01-14 06:00:00,6,12.84,0,143.05
2026-01-14 07:00:00,7,15.99,0,132.55
2026-01-14 08:00:00,8,18.41,0,130.85
2026-01-14 09:00:00,9,18.98,0,132.69
2026-01-14 10:00:00,10,19.02,0,136.61
2026-01-14 11:00:00,11,23.95,0,154.99
2026-01-14 12:00:00,12,24.27,0,132.27
2026-01-14 13:00:00,13,23.45,0,147.9
2026-01-14 14:00:00,14,21.86,0,143.8
2026-01-14 15:00:00,15,21.73,0,135.7
2026-01-14 16:00:00,16,20.54,0,130.85
2026-01-14 17:00:00,17,18.67,0,157.05
2026-01-14 18:00:00,18,18.01,0,154.83
2026-01-14 19:00:00,19,16.57,0,160.83
2026-01-14 20:00:00,20,13.35,0,166.59
2026-01-14 21:00:00,21,9.17,0,188.16
2026-01-14 22:00:00,22,11.74,0,145.29
2026-01-14 23:00:00,23,8.8,0,148.23
2026-01-15 00:00:00,0,7.28,0,159.6
2026-01-15 01:00:00,1,9.83,0,160.58
2026-01-15 02:00:00,2,10.1,0,155.61
2026-01-15 03:00:00,3,7.86,0,154.82
2026-01-15 04:00:00,4,10.13,0,151.22
2026-01-15 05:00:00,5,12.41,0,142.87
2026-01-15 06:00:00,6,13.79,0,160.29
2026-01-15 07:00:00,7,14.35,0,154.3
2026-01-15 08:00:00,8,14.83,0,138.83
2026-01-15 09:00:00,9,17.57,0,128.68
2026-01-15 10:00:00,10,19.39,0,133.81
2026-01-15 11:00:00,11,20.73,0,141.41
2026-01-15 12:00:00,12,22.91,0,136.31
2026-01-15 13:00:00,13,22.53,0,137.42
2026-01-15 14:00:00,14,22.23,0,125.08
2026-01-15 15:00:00,15,21.83,0,135.45
2026-01-15 16:00:00,16,18.96,0,123.4
2026-01-15 17:00:00,17,19.05,0,163.91
2026-01-15 18:00:00,18,19.49,0,154.11
2026-01-15 19:00:00,19,12.51,0,175.01
2026-01-15 20:00:00,20,14.25,0,180.92
2026-01-15 21:00:00,21,14.36,0,163.28
2026-01-15 22:00:00,22,8.15,0,150.52
2026-01-15 23:00:00,23,9.13,0,150.47
2026-01-16 00:00:00,0,10.05,0,149.1
2026-01-16 01:00:00,1,8.37,0,156.7
2026-01-16 02:00:00,2,8.78,0,157.22
2026-01-16 03:00:00,3,9.49,0,155.92
2026-01-16 04:00:00,4,8.81,0,156.6
2026-01-16 05:00:00,5,10.76,0,146.08
2026-01-16 06:00:00,6,12.25,0,154.84
2026-01-16 07:00:00,7,14.48,0,147.05
2026-01-16 08:00:00,8,15.61,0,137.8
2026-01-16 09:00:00,9,18.89,0,131.89
2026-01-16 10:00:00,10,20.53,0,135.33
2026-01-16 11:00:00,11,23.2,0,147.29
2026-01-16 12:00:00,12,21.54,0,146.17
2026-01-16 13:00:00,13,21.46,0,135.78
2026-01-16 14:00:00,14,23.09,0,146.74
2026-01-16 15:00:00,15,20.44,0,131.16
2026-01-16 16:00:00,16,20.86,0,131.2
2026-01-16 17:00:00,17,19.06,0,170.23
2026-01-16 18:00:00,18,16.37,0,163.11
2026-01-16 19:00:00,19,14.58,0,178.75
2026-01-16 20:00:00,20,11.69,0,180.79
2026-01-16 21:00:00,21,11.99,0,163.59
2026-01-16 22:00:00,22,9.31,0,145.75
2026-01-16 23:00:00,23,8.39,0,158.28
2026-01-17 00:00:00,0,7.53,1,140.75
2026-01-17 01:00:00,1,8.88,1,139.1
2026-01-17 02:00:00,2,6.22,1,146.62
2026-01-17 03:00:00,3,8.41,1,138.33
2026-01-17 04:00:00,4,11.05,1,135.95
2026-01-17 05:00:00,5,7.54,1,141.51
2026-01-17 06:00:00,6,11.88,1,131.34
2026-01-17 07:00:00,7,13.31,1,129.2
2026-01-17 08:00:00,8,15.47,1,122.52
2026-01-17 09:00:00,9,19.12,1,122.47
2026-01-17 10:00:00,10,18.07,1,113.93
2026-01-17 11:00:00,11,19.78,1,111.67
2026-01-17 12:00:00,12,20.41,1,111.41
2026-01-17 13:00:00,13,21.37,1,117.51
2026-01-17 14:00:00,14,19.9,1,119.43
2026-01-17 15:00:00,15,17.78,1,104.33
2026-01-17 16:00:00,16,19.51,1,96.0
2026-01-17 17:00:00,17,16.86,1,140.06
2026-01-17 18:00:00,18,17.48,1,144.29
2026-01-17 19:00:00,19,16.84,1,145.06
2026-01-17 20:00:00,20,13.18,1,147.69
2026-01-17 21:00:00,21,10.14,1,157.79
2026-01-17 22:00:00,22,6.58,1,130.23
2026-01-17 23:00:00,23,8.93,1,137.11
2026-01-18 00:00:00,0,8.49,1,143.26
2026-01-18 01:00:00,1,8.65,1,137.12
2026-01-18 02:00:00,2,4.21,1,151.79
2026-01-18 03:00:00,3,10.81,1,138.58
2026-01-18 04:00:00,4,8.71,1,153.65
2026-01-18 05:00:00,5,12.66,1,131.84
2026-01-18 06:00:00,6,14.07,1,137.67
2026-01-18 07:00:00,7,11.83,1,138.16
2026-01-18 08:00:00,8,13.53,1,135.3
2026-01-18 09:00:00,9,16.15,1,119.81
2026-01-18 10:00:00,10,17.84,1,115.98
2026-01-18 11:00:00,11,20.84,1,113.91
2026-01-18 12:00:00,12,21.02,1,125.13
2026-01-18 13:00:00,13,20.36,1,114.47
2026-01-18 14:00:00,14,20.24,1,116.53
2026-01-18 15:00:00,15,21.37,1,115.26
2026-01-18 16:00:00,16,16.71,1,109.03
2026-01-18 17:00:00,17,18.11,1,137.66
2026-01-18 18:00:00,18,14.44,1,149.38
2026-01-18 19:00:00,19,15.0,1,138.17
2026-01-18 20:00:00,20,13.57,1,158.08
2026-01-18 21:00:00,21,11.52,1,153.72
2026-01-18 22:00:00,22,9.99,1,133.47
2026-01-18 23:00:00,23,6.26,1,145.12
2026-01-19 00:00:00,0,7.73,0,149.05
2026-01-19 01:00:00,1,5.02,0,167.95
2026-01-19 02:00:00,2,8.04,0,168.91
2026-01-19 03:00:00,3,6.09,0,167.87
2026-01-19 04:00:00,4,9.7,0,148.91
2026-01-19 05:00:00,5,8.01,0,159.61
2026-01-19 06:00:00,6,14.67,0,137.15
2026-01-19 07:00:00,7,12.23,0,148.92
2026-01-19 08:00:00,8,16.76,0,142.12
2026-01-19 09:00:00,9,16.51,0,138.1
2026-01-19 10:00:00,10,18.97,0,135.7
2026-01-19 11:00:00,11,19.32,0,129.76
2026-01-19 12:00:00,12,20.76,0,141.64
2026-01-19 13:00:00,13,21.53,0,136.15
2026-01-19 14:00:00,14,21.09,0,135.67
2026-01-19 15:00:00,15,20.33,0,135.54
2026-01-19 16:00:00,16,16.57,0,135.43
2026-01-19 17:00:00,17,18.04,0,153.77
2026-01-19 18:00:00,18,16.08,0,164.56
2026-01-19 19:00:00,19,12.97,0,169.2
2026-01-19 20:00:00,20,11.9,0,168.7
2026-01-19 21:00:00,21,7.98,0,183.87
2026-01-19 22:00:00,22,8.4,0,156.37
2026-01-19 23:00:00,23,5.79,0,163.23
2026-01-20 00:00:00,0,7.17,0,154.83
2026-01-20 01:00:00,1,10.8,0,146.5
2026-01-20 02:00:00,2,6.29,0,159.34
2026-01-20 03:00:00,3,9.47,0,147.97
2026-01-20 04:00:00,4,10.42,0,166.69
2026-01-20 05:00:00,5,9.24,0,165.98
2026-01-20 06:00:00,6,13.42,0,154.2
2026-01-20 07:00:00,7,13.46,0,153.54
2026-01-20 08:00:00,8,13.71,0,147.64
2026-01-20 09:00:00,9,18.56,0,131.79
2026-01-20 10:00:00,10,20.31,0,123.24
2026-01-20 11:00:00,11,19.87,0,137.42
2026-01-20 12:00:00,12,21.78,0,131.66
2026-01-20 13:00:00,13,21.42,0,136.62
2026-01-20 14:00:00,14,20.7,0,126.03
2026-01-20 15:00:00,15,18.21,0,121.32
2026-01-20 16:00:00,16,19.37,0,123.14
2026-01-20 17:00:00,17,16.17,0,164.52
2026-01-20 18:00:00,18,15.3,0,153.07
2026-01-20 19:00:00,19,15.46,0,162.4
2026-01-20 20:00:00,20,9.67,0,172.52
2026-01-20 21:00:00,21,7.09,0,183.28
2026-01-20 22:00:00,22,7.56,0,150.87
2026-01-20 23:00:00,23,4.99,0,163.01
2026-01-21 00:00:00,0,5.04,0,159.74
2026-01-21 01:00:00,1,8.98,0,153.59
2026-01-21 02:00:00,2,8.55,0,164.42
2026-01-21 03:00:00,3,7.5,0,156.33
2026-01-21 04:00:00,4,8.85,0,167.5
2026-01-21 05:00:00,5,10.7,0,148.76
2026-01-21 06:00:00,6,11.05,0,160.96
2026-01-21 07:00:00,7,14.58,0,150.41
2026-01-21 08:00:00,8,17.63,0,137.63
2026-01-21 09:00:00,9,17.88,0,128.66
2026-01-21 10:00:00,10,16.99,0,138.23
2026-01-21 11:00:00,11,17.72,0,122.25
2026-01-21 12:00:00,12,18.46,0,124.53
2026-01-21 13:00:00,13,21.56,0,134.67
2026-01-21 14:00:00,14,20.82,0,135.24
2026-01-21 15:00:00,15,19.05,0,127.32
2026-01-21 16:00:00,16,14.85,0,131.2
2026-01-21 17:00:00,17,17.27,0,159.33
2026-01-21 18:00:00,18,15.47,0,161.74
2026-01-21 19:00:00,19,13.09,0,173.4
2026-01-21 20:00:00,20,11.27,0,179.66
2026-01-21 21:00:00,21,8.98,0,184.95
2026-01-21 22:00:00,22,11.39,0,142.7
2026-01-21 23:00:00,23,6.97,0,158.0
2026-01-22 00:00:00,0,9.86,0,153.98
2026-01-22 01:00:00,1,9.36,0,147.82
2026-01-22 02:00:00,2,3.12,0,172.02
2026-01-22 03:00:00,3,5.92,0,154.57
2026-01-22 04:00:00,4,7.13,0,163.76
2026-01-22 05:00:00,5,10.9,0,150.05
2026-01-22 06:00:00,6,8.88,0,160.93
2026-01-22 07:00:00,7,12.32,0,140.55
2026-01-22 08:00:00,8,17.16,0,135.49
2026-01-22 09:00:00,9,17.25,0,142.76
2026-01-22 10:00:00,10,18.72,0,135.36
2026-01-22 11:00:00,11,19.67,0,124.28
2026-01-22 12:00:00,12,16.55,0,128.16
2026-01-22 13:00:00,13,21.05,0,140.79
2026-01-22 14:00:00,14,17.55,0,129.79
2026-01-22 15:00:00,15,21.32,0,130.62
2026-01-22 16:00:00,16,15.96,0,118.76
2026-01-22 17:00:00,17,15.49,0,166.08
2026-01-22 18:00:00,18,12.63,0,171.06
2026-01-22 19:00:00,19,12.13,0,176.14
2026-01-22 20:00:00,20,9.84,0,183.94
2026-01-22 21:00:00,21,10.43,0,173.66
2026-01-22 22:00:00,22,8.65,0,152.2
2026-01-22 23:00:00,23,7.5,0,161.45
2026-01-23 00:00:00,0,6.63,0,150.29
2026-01-23 01:00:00,1,5.4,0,163.02
2026-01-23 02:00:00,2,7.08,0,163.29
2026-01-23 03:00:00,3,6.24,0,162.11
2026-01-23 04:00:00,4,6.33,0,154.19
2026-01-23 05:00:00,5,10.12,0,158.53
2026-01-23 06:00:00,6,9.79,0,167.86
2026-01-23 07:00:00,7,12.85,0,153.21
2026-01-23 08:00:00,8,15.07,0,131.22
2026-01-23 09:00:00,9,15.28,0,137.19
2026-01-23 10:00:00,10,18.04,0,127.19
2026-01-23 11:00:00,11,17.24,0,125.77
2026-01-23 12:00:00,12,21.05,0,136.94
2026-01-23 13:00:00,13,18.45,0,134.42
2026-01-23 14:00:00,14,19.99,0,131.83
2026-01-23 15:00:00,15,18.94,0,122.28
2026-01-23 16:00:00,16,17.92,0,126.37
2026-01-23 17:00:00,17,17.1,0,159.15
2026-01-23 18:00:00,18,12.41,0,173.51
2026-01-23 19:00:00,19,12.71,0,167.87
2026-01-23 20:00:00,20,11.69,0,180.48
2026-01-23 21:00:00,21,8.45,0,179.61
2026-01-23 22:00:00,22,6.81,0,157.3
2026-01-23 23:00:00,23,8.06,0,164.33
2026-01-24 00:00:00,0,7.81,1,139.68
2026-01-24 01:00:00,1,8.12,1,140.75
2026-01-24 02:00:00,2,7.16,1,142.58
2026-01-24 03:00:00,3,4.87,1,156.18
2026-01-24 04:00:00,4,9.17,1,142.76
