reading_id,outside_temp_c,solar_w_m2,inside_temp_c,inside_humidity_pct,heater_pct,vent_pct,mister_pct,temp_30min_c,humidity_30min_pct
GH-0206,15.1,0.0,21.1,56.3,4.0,0.0,0.0,20.8,61.3
GH-0207,13.2,0.0,24.6,64.3,0.0,39.7,0.0,23.2,63.6
GH-0208,20.8,888.1,26.8,34.4,0.0,13.5,80.9,25.7,49.0
GH-0209,13.9,355.3,23.8,47.3,0.0,10.5,32.7,22.8,50.1
GH-0210,21.4,736.8,31.7,27.6,0.0,62.4,96.9,23.1,41.2
GH-0211,12.2,0.0,20.4,55.8,26.0,0.0,0.0,20.8,55.7
GH-0212,12.6,0.0,21.7,57.6,3.1,8.5,7.5,20.8,57.6
GH-0213,14.5,15.4,25.4,55.0,0.0,30.2,6.5,23.1,54.0
GH-0214,20.6,567.3,28.5,40.3,0.0,73.1,57.6,20.2,43.8
GH-0215,15.8,198.7,22.0,60.4,0.0,15.1,0.0,20.2,60.6
GH-0216,13.5,119.4,23.4,51.3,0.0,27.9,10.8,21.9,52.4
GH-0217,17.4,453.4,25.7,52.2,0.0,21.0,34.0,23.4,55.5
GH-0218,22.2,874.1,28.7,44.2,0.0,41.2,47.4,22.2,52.8
GH-0219,13.6,159.8,26.6,52.9,0.0,31.8,22.5,24.3,53.0
GH-0220,14.4,85.7,23.1,50.4,0.0,0.0,18.4,21.5,55.6
GH-0221,15.3,21.9,22.7,54.4,0.0,1.7,8.5,22.7,56.6
GH-0222,11.8,0.0,22.3,46.6,0.0,0.0,42.3,22.1,57.3
GH-0223,21.4,556.6,25.7,48.3,0.0,27.5,18.0,23.0,51.8
GH-0224,13.6,0.0,26.1,61.2,0.0,75.3,0.0,23.7,52.9
GH-0225,8.8,39.1,22.5,60.7,0.0,6.2,0.4,21.2,62.5
GH-0226,11.7,0.0,24.5,54.9,0.0,13.8,0.0,21.9,55.4
GH-0227,14.6,755.2,27.8,48.9,0.0,60.4,25.0,19.4,52.3
GH-0228,13.5,0.0,23.6,63.4,0.0,14.1,0.0,22.1,59.5
GH-0229,24.7,782.1,31.6,34.8,0.0,91.2,71.6,18.7,40.7
GH-0230,14.2,63.7,21.6,52.6,0.0,0.0,13.3,21.6,56.7
GH-0231,14.9,147.5,26.9,47.7,0.0,48.3,40.6,23.9,53.2
GH-0232,18.3,461.1,24.8,51.1,0.0,37.9,7.7,21.5,51.7
GH-0233,13.5,0.0,25.4,51.7,0.0,39.4,0.0,23.6,52.0
GH-0234,13.4,81.7,19.6,57.3,10.5,0.0,0.0,19.3,57.7
GH-0235,16.8,223.5,25.7,58.3,0.0,66.2,0.0,22.7,51.6
GH-0236,11.6,0.0,22.9,53.8,0.0,14.2,0.0,21.5,53.8
GH-0237,23.3,819.1,26.3,40.9,0.0,29.4,49.6,22.9,51.0
GH-0238,12.5,0.0,23.1,62.7,0.0,18.6,0.0,21.6,60.3
GH-0239,14.5,0.0,24.6,57.6,0.0,36.6,0.0,22.5,57.9
GH-0240,22.1,760.5,31.6,27.8,0.0,83.5,81.7,19.8,37.2
GH-0241,9.7,42.9,22.0,61.5,0.0,8.3,0.0,21.1,62.9
GH-0242,15.8,12.1,23.5,64.2,0.0,6.6,0.0,21.9,59.8
GH-0243,24.3,819.7,29.9,36.4,0.0,56.8,59.4,22.7,44.0
GH-0244,10.6,0.0,21.4,55.5,0.0,0.0,0.0,19.7,59.9
GH-0245,25.9,729.7,33.1,44.7,0.0,100.0,28.3,20.3,41.1
GH-0246,14.9,237.0,24.8,58.8,0.0,24.4,2.5,23.5,54.9
GH-0247,11.1,0.0,23.2,67.4,0.0,55.5,0.0,20.6,60.5
GH-0248,12.3,0.0,22.8,56.3,0.0,0.0,22.3,21.3,58.4
GH-0249,15.3,77.4,24.2,52.1,0.0,9.6,16.3,23.3,57.0
GH-0250,18.4,440.0,27.7,50.3,0.0,54.1,27.3,22.9,50.1
GH-0251,10.7,9.0,19.7,58.4,25.9,0.0,0.0,19.4,63.6
GH-0252,19.6,556.7,28.4,33.0,0.0,35.6,70.2,25.7,45.2
GH-0253,16.6,236.9,25.2,60.5,0.0,31.4,0.0,24.0,59.0
GH-0254,11.0,12.4,20.7,51.3,6.0,0.0,21.1,21.0,56.5
GH-0255,19.2,464.5,27.7,42.5,0.0,40.0,45.6,24.6,49.5
GH-0256,16.7,401.6,28.6,47.9,0.0,69.0,35.4,23.4,45.4
GH-0257,14.3,49.5,24.4,46.1,0.0,13.8,34.2,23.2,57.4
GH-0258,11.5,18.4,20.8,62.8,24.4,0.9,0.0,20.3,62.1
GH-0259,14.6,618.5,24.4,49.3,0.0,0.0,16.2,25.3,51.8
GH-0260,23.1,703.6,28.4,41.4,0.0,57.5,39.2,21.6,46.1
GH-0261,21.4,888.9,31.2,47.7,0.0,91.6,30.7,17.1,51.0
GH-0262,19.1,567.1,27.0,47.4,0.0,46.2,46.4,23.5,52.3
GH-0263,14.7,0.0,27.4,57.2,0.0,64.0,6.0,24.3,54.2
GH-0264,11.3,0.0,22.2,51.9,0.0,0.0,10.3,21.2,58.7
GH-0265,23.8,627.1,29.1,42.0,0.0,72.3,66.5,20.3,46.2
GH-0266,11.2,24.7,21.3,60.6,24.3,0.0,0.0,21.2,59.9
GH-0267,14.7,0.0,22.2,62.6,0.0,25.0,0.0,21.4,64.2
GH-0268,17.4,299.6,28.7,52.2,0.0,53.5,9.9,23.4,51.6
GH-0269,22.4,547.4,29.8,39.9,0.0,62.6,41.7,23.1,47.0
GH-0270,16.7,273.8,22.1,61.7,0.0,10.4,2.9,21.4,59.3
GH-0271,10.2,0.0,22.4,60.7,0.0,10.7,0.0,22.1,59.2
GH-0272,14.1,0.0,22.8,60.2,0.0,16.1,3.5,21.9,56.0
GH-0273,14.2,0.0,22.0,67.5,0.0,1.9,0.0,21.2,68.2
GH-0274,22.3,779.5,30.3,47.2,0.0,93.4,17.8,16.9,44.5
GH-0275,17.7,292.7,23.7,55.6,0.0,15.9,5.7,22.3,55.7
GH-0276,9.2,90.2,21.7,46.3,0.0,0.0,29.8,22.1,51.9
GH-0277,10.7,59.1,23.6,55.8,0.0,13.1,0.0,22.6,57.7
GH-0278,21.3,654.0,28.8,39.5,0.0,55.6,66.1,22.1,47.2
GH-0279,15.2,0.0,19.9,62.3,24.3,0.0,0.0,20.1,61.1
GH-0280,10.3,7.8,17.4,61.4,68.8,0.0,0.0,18.1,63.6
GH-0281,9.7,162.6,22.3,50.3,0.0,0.0,24.9,21.5,54.5
GH-0282,14.8,0.0,21.5,63.8,0.0,16.1,0.0,19.8,61.5
GH-0283,18.0,47.5,27.3,51.2,0.0,56.3,22.5,24.2,49.3
GH-0284,25.5,770.0,35.4,36.2,0.0,100.0,60.1,19.9,43.1
GH-0285,10.3,41.9,22.6,54.2,0.0,0.0,1.5,21.9,57.5
GH-0286,15.3,0.0,23.4,63.8,0.0,43.6,0.0,21.4,60.6
GH-0287,14.7,170.9,24.5,51.9,0.0,2.4,18.3,23.9,55.5
GH-0288,25.5,888.5,34.3,37.8,0.0,100.0,50.2,19.1,41.4
GH-0289,19.8,210.3,25.4,52.1,0.0,34.8,17.1,24.1,50.8
GH-0290,18.3,63.5,22.8,57.2,0.0,0.0,13.9,21.9,61.0
GH-0291,22.1,687.3,31.0,38.1,0.0,68.1,53.1,21.2,44.4
GH-0292,19.3,614.3,29.2,47.9,0.0,90.5,30.5,18.9,47.5
GH-0293,18.8,568.8,26.7,41.8,0.0,15.5,52.4,25.4,52.4
GH-0294,12.6,38.0,22.8,61.6,0.0,24.1,0.0,21.5,59.7
GH-0295,20.0,867.4,30.7,42.3,0.0,80.5,42.8,18.1,46.9
GH-0296,17.3,304.4,25.8,50.8,0.0,22.2,14.6,25.1,54.8
GH-0297,22.9,758.7,30.3,44.9,0.0,87.2,23.8,19.3,44.5
GH-0298,13.0,85.6,18.7,55.5,57.5,0.0,0.0,20.1,56.1
GH-0299,13.2,0.0,25.1,56.8,0.0,28.0,0.0,22.8,55.6
GH-0300,20.5,443.6,28.7,59.0,0.0,86.6,0.0,21.1,51.8
GH-0301,20.9,691.1,26.8,44.7,0.0,44.1,31.7,20.9,50.9
GH-0302,15.9,0.0,25.4,50.0,0.0,9.3,16.6,23.8,53.2
GH-0303,11.4,0.0,22.3,49.0,0.0,0.0,37.4,21.0,57.0
GH-0304,19.9,901.3,30.0,32.4,0.0,59.8,84.8,20.4,45.5
GH-0305,26.3,863.4,30.0,39.0,0.0,96.3,54.3,16.1,43.5
GH-0306,10.9,27.1,22.6,55.1,0.0,0.0,2.2,22.1,57.4
GH-0307,12.6,0.0,19.2,57.2,60.9,0.0,0.0,21.1,57.0
GH-0308,15.3,0.0,26.3,56.3,0.0,61.5,11.2,24.4,52.9
GH-0309,20.6,439.9,28.4,40.3,0.0,56.8,45.0,22.1,46.4
GH-0310,16.2,75.1,24.8,48.4,0.0,30.2,22.0,23.0,50.3
GH-0311,11.8,38.7,21.4,50.1,0.0,0.0,21.6,21.1,57.7
GH-0312,14.7,0.0,21.2,61.3,0.0,0.0,0.0,20.1,64.5
GH-0313,21.9,680.4,25.6,55.1,0.0,24.0,0.0,22.1,57.5
GH-0314,16.4,370.8,26.0,51.3,0.0,22.0,26.5,24.4,52.1
GH-0315,22.3,614.8,27.7,42.1,0.0,49.5,40.7,22.2,47.3
GH-0316,11.3,0.0,24.5,54.0,0.0,15.6,0.0,22.8,55.1
GH-0317,14.1,164.1,25.8,54.1,0.0,28.7,1.3,24.0,54.2
GH-0318,15.0,49.0,22.7,54.5,0.0,6.9,4.4,21.4,56.4
GH-0319,14.1,164.8,23.2,56.5,0.0,0.0,0.0,22.3,56.0
GH-0320,14.3,25.9,24.6,52.4,0.0,6.0,5.2,24.2,57.3
GH-0321,16.4,465.4,24.8,48.3,0.0,10.0,25.2,24.0,53.7
GH-0322,11.4,0.0,22.5,61.0,0.0,5.9,0.0,21.1,61.2
GH-0323,21.2,820.8,29.3,39.4,0.0,50.1,51.5,22.5,48.6
GH-0324,10.8,0.0,22.0,58.0,0.0,3.1,0.0,20.4,57.6
GH-0325,12.0,49.3,20.8,67.8,13.1,1.5,0.0,20.7,67.6
GH-0326,9.7,28.1,20.0,66.5,26.1,0.0,0.0,20.0,64.7
GH-0327,14.2,5.6,23.6,45.6,0.0,0.0,38.2,22.3,55.4
GH-0328,15.5,0.0,22.9,51.8,0.0,18.8,7.2,21.7,54.8
GH-0329,14.8,109.7,23.8,55.0,0.0,31.1,0.0,23.0,51.0
