order_id,order_date,customer_id,channel,status,order_timestamp_utc
O02811,2024-01-08,C0171,web,completed,2024-01-08T15:18:37Z
O03471,2024-01-08,C0074,web,completed,01/08/2024 06:05 PM
O03810,2024-01-08,C0059,web,completed,2024-01-08T07:45:24+00:00
O04197,2024-01-08,C0122,web,completed,2024-01-08T05:10:29+00:00
O04578,2024-01-08,C0175,web,completed,01/08/2024 01:39 PM
O05210,2024-01-08,C0070,store,completed,01/08/2024 10:10 AM
O05511,2024-01-08,C0128,web,completed,2024-01-08T10:17:55+00:00
O05903,2024-01-08,C0158,web,completed,2024-01-08T18:26:20+00:00
O00473,2024-01-09,C0013,web,completed,2024-01-09T18:17:01Z
O00766,2024-01-09,C0164,web,completed,2024-01-09T22:25:28Z
O02390,2024-01-09,C0075,web,completed,2024-01-09T20:03:04+00:00
O02524,2024-01-09,C0010,phone,completed,2024-01-09T12:40:29Z
O02778,2024-01-09,C0066,web,completed,2024-01-09T22:09:34+00:00
O03787,2024-01-09,C0149,store,completed,2024-01-09T13:48
O05055,2024-01-09,C0046,store,completed,2024-01-09T12:32:31Z
O05474,2024-01-09,C0164,store,completed,2024-01-09T13:17:01Z
O01274,2024-01-10,C0072,web,cancelled,2024-01-10T21:00:53Z
O01734,2024-01-10,C0120,web,completed,2024-01-10T09:18:33Z
O01917,2024-01-10,C0093,web,completed,01/10/2024 08:39 AM
O02573,2024-01-10,C0029,phone,completed,2024-01-10T11:14:39+00:00
O02624,2024-01-10,C0117,web,cancelled,01/10/2024 08:56 PM
O03024,2024-01-10,C0007,web,completed,01/10/2024 08:36 AM
O05203,2024-01-10,C0037,web,completed,2024-01-10T11:14:02+00:00
O05370,2024-01-10,C0162,web,completed,01/10/2024 05:32 PM
O05750,2024-01-10,C0032,web,completed,2024-01-10T21:27:48Z
O05802,2024-01-10,C0150,web,completed,2024-01-10T13:12:57Z
O00258,2024-01-11,C0079,web,completed,2024-01-11T12:37:30Z
O00989,2024-01-11,C0017,store,completed,01/11/2024 11:59 AM
O01934,2024-01-11,C0173,store,completed,2024-01-11T11:31:02+00:00
O02856,2024-01-11,C0104,web,completed,2024-01-11T15:58:59Z
O02950,2024-01-11,C0065,phone,completed,2024-01-11T16:05:44+00:00
O03635,2024-01-11,C0157,phone,completed,2024-01-11T16:13:53Z
O04389,2024-01-11,C0011,store,completed,01/11/2024 02:28 PM
O05534,2024-01-11,C0088,phone,completed,2024-01-11T15:20:39+00:00
O00930,2024-01-12,C0087,store,completed,2024-01-12T12:53:05+00:00
O01159,2024-01-12,C0153,web,completed,2024-01-12T20:22:15Z
O02239,2024-01-12,C0162,store,completed,01/12/2024 07:56 PM
O02548,2024-01-12,C0152,store,cancelled,2024-01-12T10:04:49+00:00
O03209,2024-01-12,C0038,web,completed,2024-01-12T09:44:10Z
O03954,2024-01-12,C0089,web,completed,2024-01-12T18:43:52Z
O03970,2024-01-12,C0054,web,completed,2024-01-12T10:16
O04738,2024-01-12,C0027,web,completed,2024-01-12T20:19
O05394,2024-01-12,C0032,phone,completed,01/12/2024 01:26 PM
O05530,2024-01-12,C0004,web,completed,2024-01-12T02:10:13Z
O00325,2024-01-13,C0160,store,completed,2024-01-13T10:01
O01332,2024-01-13,C0081,web,completed,01/13/2024 09:17 AM
O01438,2024-01-13,C0137,web,completed,01/13/2024 07:45 PM
O01467,2024-01-13,C0091,web,completed,2024-01-13T11:51:48+00:00
O02276,2024-01-13,C0178,store,completed,2024-01-13T16:05:44Z
O02912,2024-01-13,C0146,web,cancelled,2024-01-13T09:26:07Z
O03695,2024-01-13,C0151,store,completed,2024-01-13T18:04
O04972,2024-01-13,C0142,store,completed,2024-01-13T12:07:29+00:00
O05996,2024-01-13,C0095,web,completed,2024-01-13T19:18:57Z
O00427,2024-01-14,C0024,web,cancelled,2024-01-14T12:57:55Z
O01188,2024-01-14,C0023,web,completed,2024-01-14T04:35:33+00:00
O01560,2024-01-14,C0117,web,completed,2024-01-14T18:50:06Z
O02377,2024-01-14,C0092,web,pending,2024-01-14T09:44
O03057,2024-01-14,C0114,web,completed,01/14/2024 11:09 PM
O01253,2024-01-15,C0120,store,completed,01/15/2024 07:44 PM
O02053,2024-01-15,C0163,web,completed,2024-01-15T16:38:47+00:00
O02088,2024-01-15,C0036,web,completed,01/15/2024 02:39 AM
O00580,2024-01-16,C0041,web,completed,2024-01-16T21:15:47+00:00
O01803,2024-01-16,C0130,web,completed,01/16/2024 11:20 AM
O02009,2024-01-16,C0160,store,completed,2024-01-16T15:55:52Z
O02129,2024-01-16,C0168,web,completed,2024-01-16T18:17:24+00:00
O02272,2024-01-16,C0147,web,completed,2024-01-16T14:55:25Z
O02338,2024-01-16,C0091,web,completed,2024-01-16T19:57:52+00:00
O02959,2024-01-16,C0155,store,completed,2024-01-16T13:31:14Z
O02995,2024-01-16,C0133,web,completed,2024-01-16T11:59:44Z
O03073,2024-01-16,C0056,web,completed,2024-01-16T21:57:06Z
O04703,2024-01-16,C0102,store,completed,2024-01-16T09:28:35+00:00
O05278,2024-01-16,C0062,web,completed,2024-01-16T09:11:49Z
O00375,2024-01-17,C0153,web,completed,2024-01-17T13:55
O01801,2024-01-17,C0007,web,completed,2024-01-17T22:35:09+00:00
O02235,2024-01-17,C0100,store,completed,2024-01-17T12:34:09Z
O02563,2024-01-17,C0071,web,completed,2024-01-17T08:32:01+00:00
O03162,2024-01-17,C0044,web,completed,2024-01-17T06:11:10Z
O03868,2024-01-17,C0076,store,completed,2024-01-17T09:25
O04187,2024-01-17,C0127,web,completed,2024-01-17T19:48:23+00:00
O04405,2024-01-17,C0101,web,completed,01/17/2024 01:59 PM
O00038,2024-01-18,C0172,web,completed,2024-01-18T21:47:51Z
O01240,2024-01-18,C0089,store,completed,2024-01-18T09:29:10+00:00
O01303,2024-01-18,C0052,web,completed,2024-01-18T11:13:14+00:00
O01551,2024-01-18,C0065,web,completed,2024-01-18T18:56
O02852,2024-01-18,C0111,store,completed,2024-01-18T09:00:22+00:00
O03043,2024-01-18,C0099,store,completed,2024-01-18T14:53:06+00:00
O03343,2024-01-18,C0053,web,completed,2024-01-18T21:06:03Z
O03628,2024-01-18,C0076,web,completed,2024-01-18T22:41:05Z
O04168,2024-01-18,C0001,phone,completed,2024-01-18T15:48:54+00:00
O04884,2024-01-18,C0143,store,completed,2024-01-18T20:19:48+00:00
O05641,2024-01-18,C0140,phone,completed,2024-01-18T15:37:38Z
O00407,2024-01-19,C0153,web,completed,01/19/2024 08:44 PM
O01446,2024-01-19,C0167,web,completed,2024-01-19T17:19
O02014,2024-01-19,C0175,store,cancelled,2024-01-19T17:50:27Z
O02026,2024-01-19,C0061,web,completed,2024-01-19T14:41:38+00:00
O02119,2024-01-19,C0056,store,completed,2024-01-19T12:03:08Z
O02180,2024-01-19,C0175,web,completed,01/19/2024 04:09 PM
O03019,2024-01-19,C0153,web,completed,2024-01-19T11:20:22Z
O03197,2024-01-19,C0090,phone,completed,01/19/2024 12:44 PM
O04096,2024-01-19,C0001,store,completed,01/19/2024 12:10 PM
O05104,2024-01-19,C0053,web,pending,01/19/2024 01:47 PM
O00129,2024-01-20,C0027,store,completed,2024-01-20T18:51:28Z
O00515,2024-01-20,C0073,web,completed,2024-01-20T13:27
O02313,2024-01-20,C0098,store,completed,2024-01-20T17:29:39Z
O02809,2024-01-20,C0006,store,completed,2024-01-20T17:33:31Z
O04041,2024-01-20,C0044,store,completed,2024-01-20T15:04:17+00:00
O04136,2024-01-20,C0049,web,completed,2024-01-20T20:02:12+00:00
O04342,2024-01-20,C0101,web,completed,01/20/2024 07:30 PM
O01164,2024-01-21,C0137,phone,completed,01/21/2024 10:57 AM
O02431,2024-01-21,C0077,web,completed,2024-01-21T08:37:43Z
O02489,2024-01-21,C0170,web,completed,2024-01-21T07:31
O04167,2024-01-21,C0056,web,completed,2024-01-21T09:57:57Z
O05546,2024-01-21,C0079,web,completed,2024-01-21T20:24:35+00:00
O05900,2024-01-21,C0103,store,completed,2024-01-21T16:59:47Z
O00892,2024-01-22,C0007,phone,completed,2024-01-22T17:05
O01325,2024-01-22,C0066,web,cancelled,2024-01-22T18:03:05Z
O01346,2024-01-22,C0003,web,completed,2024-01-22T18:10:10Z
O02125,2024-01-22,C0180,web,completed,2024-01-22T18:00:34+00:00
O02750,2024-01-22,C0149,web,completed,2024-01-22T16:40
O02785,2024-01-22,C0076,web,completed,2024-01-22T20:55
O03190,2024-01-22,C0102,web,completed,01/22/2024 04:14 PM
O03658,2024-01-22,C0021,web,completed,2024-01-22T22:50
O04558,2024-01-22,C0165,web,completed,2024-01-22T08:43
O04936,2024-01-22,C0113,web,completed,2024-01-22T19:43:25+00:00
O00496,2024-01-23,C0023,store,completed,2024-01-23T16:12:40Z
O01528,2024-01-23,C0014,web,completed,01/23/2024 01:44 PM
O01569,2024-01-23,C0160,phone,completed,01/23/2024 02:38 PM
O02187,2024-01-23,C0024,phone,completed,2024-01-23T12:31:18+00:00
O02244,2024-01-23,C0106,web,completed,2024-01-23T10:57:08Z
O03618,2024-01-23,C0093,web,completed,01/23/2024 10:33 PM
O03648,2024-01-23,C0099,web,completed,2024-01-23T14:07:43Z
O05042,2024-01-23,C0171,store,completed,2024-01-23T14:56
O00118,2024-01-24,C0093,web,completed,2024-01-24T20:36:28Z
O02309,2024-01-24,C0077,web,completed,2024-01-24T14:39:59Z
O02488,2024-01-24,C0173,phone,completed,01/24/2024 02:50 PM
O02788,2024-01-24,C0170,web,completed,2024-01-24T09:16:51Z
O03619,2024-01-24,C0088,web,completed,2024-01-24T19:07:07Z
O04092,2024-01-24,C0069,web,completed,2024-01-24T18:01:41+00:00
O05536,2024-01-24,C0009,store,completed,2024-01-24T09:05
O00652,2024-01-25,C0061,web,completed,2024-01-25T21:25:17Z
O00815,2024-01-25,C0137,store,completed,2024-01-25T13:18:26Z
O02392,2024-01-25,C0011,store,completed,01/25/2024 12:30 PM
O03668,2024-01-25,C0096,web,completed,2024-01-25T20:32
O04004,2024-01-25,C0049,store,completed,2024-01-25T20:02:52+00:00
O04222,2024-01-25,C0151,web,completed,2024-01-25T12:46:50Z
O04670,2024-01-25,C0160,web,completed,2024-01-25T08:39:59Z
O05096,2024-01-25,C0171,web,completed,2024-01-25T19:08:39Z
O05105,2024-01-25,C0032,web,cancelled,2024-01-25T08:40:53Z
O00408,2024-01-26,C0081,phone,completed,01/26/2024 09:14 AM
O00658,2024-01-26,C0131,store,completed,2024-01-26T10:51:46Z
O00835,2024-01-26,C0050,web,completed,2024-01-26T11:00:54+00:00
O01272,2024-01-26,C0037,web,pending,01/26/2024 07:54 PM
O01844,2024-01-26,C0128,web,completed,2024-01-26T00:09:03+00:00
O02106,2024-01-26,C0048,web,completed,2024-01-26T18:58:48Z
O02275,2024-01-26,C0093,web,completed,01/26/2024 11:17 AM
O02561,2024-01-26,C0166,store,completed,01/26/2024 09:40 AM
O02610,2024-01-26,C0135,web,completed,01/26/2024 10:07 PM
O02633,2024-01-26,C0140,store,completed,2024-01-26T15:49:50Z
O03305,2024-01-26,C0013,web,completed,2024-01-26T05:27:12Z
O04432,2024-01-26,C0103,web,completed,2024-01-26T09:41
O04812,2024-01-26,C0122,web,completed,2024-01-26T20:32:37+00:00
O05113,2024-01-26,C0037,phone,cancelled,2024-01-26T15:26:09Z
O05128,2024-01-26,C0045,web,completed,2024-01-26T20:03:11+00:00
O05159,2024-01-26,C0032,web,completed,01/26/2024 12:05 PM
O00059,2024-01-27,C0170,store,completed,2024-01-27T20:44
O00565,2024-01-27,C0131,web,completed,2024-01-27T06:04:36Z
O01299,2024-01-27,C0119,web,completed,2024-01-27T05:13
O02442,2024-01-27,C0131,store,completed,2024-01-27T16:24:10Z
O04348,2024-01-27,C0164,web,completed,2024-01-27T08:46:11+00:00
O04978,2024-01-27,C0075,web,completed,01/27/2024 11:35 PM
O05622,2024-01-27,C0160,web,completed,2024-01-27T20:15:38Z
O00569,2024-01-28,C0147,web,completed,2024-01-28T18:26:08Z
O00837,2024-01-28,C0017,web,completed,2024-01-28T22:32:18+00:00
O00891,2024-01-28,C0125,web,completed,2024-01-28T18:32
O01040,2024-01-28,C0073,web,completed,2024-01-28T19:26:56+00:00
O01784,2024-01-28,C0021,web,completed,2024-01-28T09:27
O02136,2024-01-28,C0073,web,completed,01/28/2024 03:54 PM
O02583,2024-01-28,C0148,store,completed,2024-01-28T10:58:08+00:00
O02627,2024-01-28,C0102,web,completed,01/28/2024 12:05 PM
O02869,2024-01-28,C0087,web,completed,2024-01-28T15:47:36Z
O03187,2024-01-28,C0056,store,completed,2024-01-28T15:58:24Z
O03391,2024-01-28,C0070,phone,completed,01/28/2024 12:50 PM
O04090,2024-01-28,C0110,phone,completed,01/28/2024 01:36 PM
O04774,2024-01-28,C0040,web,completed,2024-01-28T05:17:25Z
O05887,2024-01-28,C0039,web,pending,2024-01-28T16:08:13+00:00
O00108,2024-01-29,C0061,store,completed,01/29/2024 02:21 PM
O00926,2024-01-29,C0144,web,cancelled,2024-01-29T19:32
O00974,2024-01-29,C0078,store,completed,01/29/2024 03:36 PM
O01492,2024-01-29,C0145,store,completed,2024-01-29T16:20:32+00:00
O01558,2024-01-29,C0104,store,completed,2024-01-29T13:31:37+00:00
O01979,2024-01-29,C0113,store,completed,2024-01-29T12:57:30+00:00
O02271,2024-01-29,C0067,phone,completed,01/29/2024 02:33 PM
O02367,2024-01-29,C0175,phone,completed,2024-01-29T16:51
O02408,2024-01-29,C0162,web,completed,2024-01-29T17:16:47+00:00
O02864,2024-01-29,C0139,store,completed,2024-01-29T12:31:50Z
O03143,2024-01-29,C0093,web,completed,2024-01-29T16:02:06Z
O03406,2024-01-29,C0150,web,completed,01/29/2024 07:52 AM
O03847,2024-01-29,C0085,store,completed,01/29/2024 09:04 AM
O00221,2024-01-30,C0043,web,completed,2024-01-30T13:29:10Z
O01169,2024-01-30,C0162,web,completed,2024-01-30T13:03:44Z
O01589,2024-01-30,C0100,web,pending,2024-01-30T02:26:49+00:00
O02233,2024-01-30,C0087,web,completed,2024-01-30T21:24:22Z
O02359,2024-01-30,C0048,store,completed,01/30/2024 10:14 AM
O02739,2024-01-30,C0078,phone,completed,2024-01-30T10:30:21Z
O03447,2024-01-30,C0080,store,completed,2024-01-30T19:04:59Z
O05102,2024-01-30,C0156,store,completed,2024-01-30T16:25
O05276,2024-01-30,C0020,phone,completed,2024-01-30T14:08:42Z
O05293,2024-01-30,C0074,web,completed,2024-01-30T14:55:38Z
O00439,2024-01-31,C0163,web,completed,2024-01-31T01:40:12Z
O01430,2024-01-31,C0065,web,completed,2024-01-31T17:28:09Z
O01845,2024-01-31,C0172,web,completed,2024-01-31T10:25:50Z
O04407,2024-01-31,C0045,web,completed,2024-01-31T23:57:33Z
O04440,2024-01-31,C0047,phone,completed,2024-01-31T15:48:59Z
O04450,2024-01-31,C0106,phone,completed,2024-01-31T10:30:26Z
O05964,2024-01-31,C0100,phone,completed,2024-01-31T12:19:04+00:00
O01777,2024-02-01,C0067,web,completed,02/01/2024 08:02 PM
O01966,2024-02-01,C0025,web,completed,2024-02-01T16:55:09+00:00
O02068,2024-02-01,C0174,web,completed,2024-02-01T10:14:54Z
O02308,2024-02-01,C0096,web,completed,2024-02-01T06:37:13+00:00
O02387,2024-02-01,C0039,web,completed,2024-02-01T12:11
O03189,2024-02-01,C0071,store,completed,2024-02-01T14:43
O03800,2024-02-01,C0160,web,completed,2024-02-01T07:16:14Z
O03879,2024-02-01,C0114,phone,completed,2024-02-01T15:51:38Z
O04626,2024-02-01,C0021,phone,completed,2024-02-01T14:24:40Z
O04671,2024-02-01,C0138,store,completed,2024-02-01T16:36:03Z
O05019,2024-02-01,C0005,store,completed,2024-02-01T12:44:32+00:00
O05627,2024-02-01,C0049,web,completed,2024-02-01T13:55:50+00:00
O05823,2024-02-01,C0127,web,cancelled,2024-02-01T16:31:46Z
O00136,2024-02-02,C0149,web,pending,2024-02-02T21:22:30+00:00
O01331,2024-02-02,C0116,web,completed,2024-02-02T22:18:35+00:00
O02198,2024-02-02,C0152,web,completed,2024-02-02T21:23:20Z
O02420,2024-02-02,C0089,web,completed,02/02/2024 04:50 PM
O03329,2024-02-02,C0115,web,completed,2024-02-02T08:01:23Z
O03351,2024-02-02,C0137,web,completed,2024-02-02T22:37
O03638,2024-02-02,C0135,web,completed,2024-02-02T10:00:20Z
O03931,2024-02-02,C0123,phone,completed,02/02/2024 10:15 AM
O05041,2024-02-02,C0025,web,completed,2024-02-02T22:41
O05281,2024-02-02,C0126,web,completed,2024-02-02T13:08
O05811,2024-02-02,C0029,store,completed,02/02/2024 09:24 AM
O00243,2024-02-03,C0133,web,completed,02/03/2024 07:31 PM
O00386,2024-02-03,C0019,web,completed,02/03/2024 11:48 PM
O00793,2024-02-03,C0013,web,completed,02/03/2024 04:59 PM
O01629,2024-02-03,C0038,store,completed,2024-02-03T18:30:43Z
O02326,2024-02-03,C0164,web,completed,2024-02-03T23:37:46+00:00
O02800,2024-02-03,C0090,store,completed,2024-02-03T17:04:06+00:00
O04223,2024-02-03,C0171,web,completed,2024-02-03T20:48
O04247,2024-02-03,C0075,web,completed,2024-02-03T17:57:39+00:00
O05412,2024-02-03,C0113,store,completed,2024-02-03T19:06:59+00:00
O05480,2024-02-03,C0149,web,completed,02/03/2024 12:49 PM
O02851,2024-02-04,C0113,web,completed,2024-02-04T20:38:20Z
O04355,2024-02-04,C0130,web,completed,2024-02-04T09:17:02Z
O05165,2024-02-04,C0014,store,completed,2024-02-04T16:57:29+00:00
O05875,2024-02-04,C0019,web,completed,2024-02-04T23:51:27+00:00
O02683,2024-02-05,C0130,phone,completed,2024-02-05T17:14:24Z
O02700,2024-02-05,C0125,web,completed,2024-02-05T20:38:05+00:00
O02982,2024-02-05,C0067,web,completed,2024-02-05T17:32:48+00:00
O03732,2024-02-05,C0058,web,completed,2024-02-05T22:26:49Z
O05079,2024-02-05,C0095,web,completed,2024-02-05T05:03:22+00:00
O05575,2024-02-05,C0020,web,completed,02/05/2024 06:22 AM
O05745,2024-02-05,C0083,web,completed,2024-02-05T19:45:42Z
O01110,2024-02-06,C0132,phone,completed,2024-02-06T15:00
O02168,2024-02-06,C0016,web,completed,2024-02-06T20:23
O03215,2024-02-06,C0077,web,completed,2024-02-06T06:54:14+00:00
O03957,2024-02-06,C0035,web,completed,2024-02-06T18:14:51Z
O04385,2024-02-06,C0105,web,completed,2024-02-06T00:57:30+00:00
O04574,2024-02-06,C0164,web,cancelled,02/06/2024 07:31 PM
O05205,2024-02-06,C0087,phone,completed,02/06/2024 12:41 PM
O05434,2024-02-06,C0039,store,completed,02/06/2024 03:15 PM
O02386,2024-02-07,C0056,web,completed,2024-02-07T21:31:20+00:00
O05192,2024-02-07,C0161,store,completed,02/07/2024 05:54 PM
O05688,2024-02-07,C0074,store,completed,2024-02-07T14:26:23Z
O05904,2024-02-07,C0028,web,completed,02/07/2024 12:32 PM
O01122,2024-02-08,C0069,web,completed,2024-02-08T10:40:05Z
O01622,2024-02-08,C0068,web,completed,02/08/2024 01:26 PM
O02262,2024-02-08,C0080,web,completed,2024-02-08T20:32
O04233,2024-02-08,C0082,web,completed,2024-02-08T13:46:24Z
O00775,2024-02-09,C0173,store,completed,02/09/2024 10:07 AM
O01126,2024-02-09,C0002,phone,completed,2024-02-09T17:51:42Z
O01954,2024-02-09,C0070,web,completed,02/09/2024 06:03 PM
O01999,2024-02-09,C0093,web,completed,2024-02-09T22:13:29Z
O04649,2024-02-09,C0030,store,completed,2024-02-09T10:06
O05462,2024-02-09,C0011,store,completed,2024-02-09T09:21:12Z
O00550,2024-02-10,C0125,web,completed,2024-02-10T02:18
O01536,2024-02-10,C0141,web,completed,02/10/2024 06:52 PM
O02000,2024-02-10,C0099,web,completed,2024-02-10T15:53:57+00:00
O03221,2024-02-10,C0055,web,pending,02/10/2024 08:30 PM
O03267,2024-02-10,C0048,web,completed,02/10/2024 12:20 PM
O03341,2024-02-10,C0019,web,completed,2024-02-10T11:33
O03473,2024-02-10,C0004,web,completed,2024-02-10T22:18:31Z
O03494,2024-02-10,C0049,web,completed,2024-02-10T20:12:35+00:00
O03545,2024-02-10,C0148,web,cancelled,2024-02-10T19:01:17Z
O04195,2024-02-10,C0055,phone,completed,02/10/2024 11:17 AM
O04839,2024-02-10,C0163,web,completed,2024-02-10T10:20:52Z
O05613,2024-02-10,C0166,web,cancelled,2024-02-10T12:03:33+00:00
O05697,2024-02-10,C0124,store,completed,2024-02-10T17:35:47+00:00
O00041,2024-02-11,C0085,web,completed,2024-02-11T15:51:28+00:00
O00371,2024-02-11,C0042,store,completed,2024-02-11T20:35:40+00:00
O00577,2024-02-11,C0096,web,completed,02/11/2024 08:40 PM
O00683,2024-02-11,C0084,web,completed,02/11/2024 08:28 PM
O01373,2024-02-11,C0040,web,completed,2024-02-11T18:19:06+00:00
O01566,2024-02-11,C0024,web,completed,2024-02-11T19:19:57+00:00
O03144,2024-02-11,C0065,web,completed,2024-02-11T17:56
O03534,2024-02-11,C0052,web,completed,2024-02-11T05:56:57Z
O03761,2024-02-11,C0021,store,completed,2024-02-11T10:17:02Z
O04133,2024-02-11,C0091,web,completed,2024-02-11T11:34:03Z
O04524,2024-02-11,C0156,web,completed,02/11/2024 04:15 PM
O05018,2024-02-11,C0061,phone,completed,2024-02-11T11:02:03+00:00
O05058,2024-02-11,C0033,web,completed,02/11/2024 08:38 AM
O05202,2024-02-11,C0016,web,completed,02/11/2024 06:53 AM
O05656,2024-02-11,C0115,phone,completed,2024-02-11T10:58:18Z
O02236,2024-02-12,C0143,web,completed,2024-02-12T14:13
O02681,2024-02-12,C0070,web,completed,02/12/2024 12:17 AM
O02971,2024-02-12,C0081,web,completed,2024-02-12T21:09:00Z
O02996,2024-02-12,C0096,web,completed,2024-02-12T17:16:29+00:00
O03966,2024-02-12,C0033,web,completed,2024-02-12T13:24:25Z
O04289,2024-02-12,C0042,store,completed,2024-02-12T16:28:50Z
O05393,2024-02-12,C0030,web,completed,2024-02-12T12:13:19Z
O05614,2024-02-12,C0037,web,completed,2024-02-12T11:54
O00551,2024-02-13,C0150,store,completed,2024-02-13T15:20:13+00:00
O00553,2024-02-13,C0106,store,completed,2024-02-13T12:14:55+00:00
O00617,2024-02-13,C0052,web,completed,02/13/2024 06:29 AM
O00776,2024-02-13,C0122,web,completed,2024-02-13T19:11:09+00:00
O01123,2024-02-13,C0006,store,completed,2024-02-13T09:19
O01317,2024-02-13,C0109,web,completed,02/13/2024 10:05 PM
O02278,2024-02-13,C0134,store,completed,2024-02-13T11:48:01+00:00
O02567,2024-02-13,C0051,store,completed,2024-02-13T10:42:37+00:00
O04566,2024-02-13,C0144,web,completed,2024-02-13T11:05
O04793,2024-02-13,C0058,web,completed,02/13/2024 06:41 PM
O05493,2024-02-13,C0089,web,completed,2024-02-13T00:16
O00010,2024-02-14,C0032,web,pending,2024-02-14T18:27:09Z
O00394,2024-02-14,C0111,web,completed,2024-02-14T20:59
O00938,2024-02-14,C0060,store,completed,02/14/2024 11:14 AM
O02981,2024-02-14,C0132,phone,completed,2024-02-14T12:58:36Z
O04615,2024-02-14,C0177,store,pending,2024-02-14T20:04:21+00:00
O04823,2024-02-14,C0146,web,completed,02/14/2024 08:08 PM
O01086,2024-02-15,C0071,web,completed,2024-02-15T20:06:36Z
O01898,2024-02-15,C0110,phone,completed,2024-02-15T10:30:24+00:00
O02112,2024-02-15,C0096,store,completed,02/15/2024 12:49 PM
O03444,2024-02-15,C0066,web,completed,2024-02-15T04:44:20Z
O03454,2024-02-15,C0031,web,completed,2024-02-15T03:42:09+00:00
