order_id,order_date,customer_id,channel,status
O04774,2024-01-28,C0040,web,completed
O05887,2024-01-28,C0039,web,pending
O00108,2024-01-29,C0061,store,completed
O00926,2024-01-29,C0144,web,cancelled
O00974,2024-01-29,C0078,store,completed
O01492,2024-01-29,C0145,store,completed
O01558,2024-01-29,C0104,store,completed
O01979,2024-01-29,C0113,store,completed
O02271,2024-01-29,C0067,phone,completed
O02367,2024-01-29,C0175,phone,completed
O02408,2024-01-29,C0162,web,completed
O02864,2024-01-29,C0139,store,completed
O03143,2024-01-29,C0093,web,completed
O03406,2024-01-29,C0150,web,completed
O03847,2024-01-29,C0085,store,completed
O00221,2024-01-30,C0043,web,completed
O01169,2024-01-30,C0162,web,completed
O01589,2024-01-30,C0100,web,pending
O02233,2024-01-30,C0087,web,completed
O02359,2024-01-30,C0048,store,completed
O02739,2024-01-30,C0078,phone,completed
O03447,2024-01-30,C0080,store,completed
O05102,2024-01-30,C0156,store,completed
O05276,2024-01-30,C0020,phone,completed
O05293,2024-01-30,C0074,web,completed
O00439,2024-01-31,C0163,web,completed
O01430,2024-01-31,C0065,web,completed
O01845,2024-01-31,C0172,web,completed
O04407,2024-01-31,C0045,web,completed
O04440,2024-01-31,C0047,phone,completed
O04450,2024-01-31,C0106,phone,completed
O05964,2024-01-31,C0100,phone,completed
O01777,2024-02-01,C0067,web,completed
O01966,2024-02-01,C0025,web,completed
O02068,2024-02-01,C0174,web,completed
O02308,2024-02-01,C0096,web,completed
O02387,2024-02-01,C0039,web,completed
O03189,2024-02-01,C0071,store,completed
O03800,2024-02-01,C0160,web,completed
O03879,2024-02-01,C0114,phone,completed
O04626,2024-02-01,C0021,phone,completed
O04671,2024-02-01,C0138,store,completed
O05019,2024-02-01,C0005,store,completed
O05627,2024-02-01,C0049,web,completed
O05823,2024-02-01,C0127,web,cancelled
O00136,2024-02-02,C0149,web,pending
O01331,2024-02-02,C0116,web,completed
O02198,2024-02-02,C0152,web,completed
O02420,2024-02-02,C0089,web,completed
O03329,2024-02-02,C0115,web,completed
O03351,2024-02-02,C0137,web,completed
O03638,2024-02-02,C0135,web,completed
O03931,2024-02-02,C0123,phone,completed
O05041,2024-02-02,C0025,web,completed
O05281,2024-02-02,C0126,web,completed
O05811,2024-02-02,C0029,store,completed
O00243,2024-02-03,C0133,web,completed
O00386,2024-02-03,C0019,web,completed
O00793,2024-02-03,C0013,web,completed
O01629,2024-02-03,C0038,store,completed
O02326,2024-02-03,C0164,web,completed
O02800,2024-02-03,C0090,store,completed
O04223,2024-02-03,C0171,web,completed
O04247,2024-02-03,C0075,web,completed
O05412,2024-02-03,C0113,store,completed
O05480,2024-02-03,C0149,web,completed
O02851,2024-02-04,C0113,web,completed
O04355,2024-02-04,C0130,web,completed
O05165,2024-02-04,C0014,store,completed
O05875,2024-02-04,C0019,web,completed
O02683,2024-02-05,C0130,phone,completed
O02700,2024-02-05,C0125,web,completed
O02982,2024-02-05,C0067,web,completed
O03732,2024-02-05,C0058,web,completed
O05079,2024-02-05,C0095,web,completed
O05575,2024-02-05,C0020,web,completed
O05745,2024-02-05,C0083,web,completed
O01110,2024-02-06,C0132,phone,completed
O02168,2024-02-06,C0016,web,completed
O03215,2024-02-06,C0077,web,completed
O03957,2024-02-06,C0035,web,completed
O04385,2024-02-06,C0105,web,completed
O04574,2024-02-06,C0164,web,cancelled
O05205,2024-02-06,C0087,phone,completed
O05434,2024-02-06,C0039,store,completed
O02386,2024-02-07,C0056,web,completed
O05192,2024-02-07,C0161,store,completed
O05688,2024-02-07,C0074,store,completed
O05904,2024-02-07,C0028,web,completed
O01122,2024-02-08,C0069,web,completed
O01622,2024-02-08,C0068,web,completed
O02262,2024-02-08,C0080,web,completed
O04233,2024-02-08,C0082,web,completed
O00775,2024-02-09,C0173,store,completed
O01126,2024-02-09,C0002,phone,completed
O01954,2024-02-09,C0070,web,completed
O01999,2024-02-09,C0093,web,completed
O04649,2024-02-09,C0030,store,completed
O05462,2024-02-09,C0011,store,completed
O00550,2024-02-10,C0125,web,completed
O01536,2024-02-10,C0141,web,completed
O02000,2024-02-10,C0099,web,completed
O03221,2024-02-10,C0055,web,pending
O03267,2024-02-10,C0048,web,completed
O03341,2024-02-10,C0019,web,completed
O03473,2024-02-10,C0004,web,completed
O03494,2024-02-10,C0049,web,completed
O03545,2024-02-10,C0148,web,cancelled
O04195,2024-02-10,C0055,phone,completed
O04839,2024-02-10,C0163,web,completed
O05613,2024-02-10,C0166,web,cancelled
O05697,2024-02-10,C0124,store,completed
O00041,2024-02-11,C0085,web,completed
O00371,2024-02-11,C0042,store,completed
O00577,2024-02-11,C0096,web,completed
O00683,2024-02-11,C0084,web,completed
O01373,2024-02-11,C0040,web,completed
O01566,2024-02-11,C0024,web,completed
O03144,2024-02-11,C0065,web,completed
O03534,2024-02-11,C0052,web,completed
O03761,2024-02-11,C0021,store,completed
O04133,2024-02-11,C0091,web,completed
O04524,2024-02-11,C0156,web,completed
O05018,2024-02-11,C0061,phone,completed
O05058,2024-02-11,C0033,web,completed
O05202,2024-02-11,C0016,web,completed
O05656,2024-02-11,C0115,phone,completed
O02236,2024-02-12,C0143,web,completed
O02681,2024-02-12,C0070,web,completed
O02971,2024-02-12,C0081,web,completed
O02996,2024-02-12,C0096,web,completed
O03966,2024-02-12,C0033,web,completed
O04289,2024-02-12,C0042,store,completed
O05393,2024-02-12,C0030,web,completed
O05614,2024-02-12,C0037,web,completed
O00551,2024-02-13,C0150,store,completed
O00553,2024-02-13,C0106,store,completed
O00617,2024-02-13,C0052,web,completed
O00776,2024-02-13,C0122,web,completed
O01123,2024-02-13,C0006,store,completed
O01317,2024-02-13,C0109,web,completed
O02278,2024-02-13,C0134,store,completed
O02567,2024-02-13,C0051,store,completed
O04566,2024-02-13,C0144,web,completed
O04793,2024-02-13,C0058,web,completed
O05493,2024-02-13,C0089,web,completed
O00010,2024-02-14,C0032,web,pending
O00394,2024-02-14,C0111,web,completed
O00938,2024-02-14,C0060,store,completed
O02981,2024-02-14,C0132,phone,completed
O04615,2024-02-14,C0177,store,pending
O04823,2024-02-14,C0146,web,completed
O01086,2024-02-15,C0071,web,completed
O01898,2024-02-15,C0110,phone,completed
O02112,2024-02-15,C0096,store,completed
O03444,2024-02-15,C0066,web,completed
O03454,2024-02-15,C0031,web,completed
O04036,2024-02-15,C0153,web,completed
O04091,2024-02-15,C0027,store,completed
O04518,2024-02-15,C0112,web,completed
O04875,2024-02-15,C0030,store,completed
O05420,2024-02-15,C0027,web,completed
O05712,2024-02-15,C0179,web,completed
O00880,2024-02-16,C0142,web,completed
O01395,2024-02-16,C0088,web,completed
O02983,2024-02-16,C0044,web,completed
O03082,2024-02-16,C0180,web,completed
O04506,2024-02-16,C0160,web,completed
O04684,2024-02-16,C0161,web,completed
O05270,2024-02-16,C0180,store,completed
O05574,2024-02-16,C0044,web,cancelled
O00796,2024-02-17,C0125,web,completed
O01049,2024-02-17,C0038,web,completed
O02779,2024-02-17,C0079,store,completed
O02860,2024-02-17,C0117,web,completed
O03067,2024-02-17,C0019,web,completed
O03681,2024-02-17,C0142,web,completed
O00634,2024-02-18,C0062,store,completed
O00764,2024-02-18,C0081,web,cancelled
O01145,2024-02-18,C0081,web,completed
O02666,2024-02-18,C0033,web,completed
O02881,2024-02-18,C0010,web,completed
O03102,2024-02-18,C0173,store,completed
O03523,2024-02-18,C0133,web,completed
O04862,2024-02-18,C0160,store,completed
O04981,2024-02-18,C0155,web,completed
O05084,2024-02-18,C0090,phone,completed
O05717,2024-02-18,C0114,store,completed
O05962,2024-02-18,C0120,web,completed
O05965,2024-02-18,C0051,web,cancelled
O00456,2024-02-19,C0168,web,pending
O00790,2024-02-19,C0129,store,completed
O00851,2024-02-19,C0170,web,completed
O01908,2024-02-19,C0059,web,completed
O03610,2024-02-19,C0071,web,completed
O04968,2024-02-19,C0074,web,completed
O05164,2024-02-19,C0152,phone,pending
O05298,2024-02-19,C0164,web,completed
O05917,2024-02-19,C0115,web,cancelled
O00765,2024-02-20,C0147,store,completed
O01064,2024-02-20,C0026,phone,completed
O02095,2024-02-20,C0050,web,completed
O02926,2024-02-20,C0004,web,completed
O03337,2024-02-20,C0006,web,cancelled
O03401,2024-02-20,C0061,web,completed
O03934,2024-02-20,C0085,web,completed
O04094,2024-02-20,C0100,web,cancelled
O05774,2024-02-20,C0076,web,completed
O00474,2024-02-21,C0120,web,cancelled
O01022,2024-02-21,C0110,phone,completed
O01982,2024-02-21,C0024,web,completed
O02319,2024-02-21,C0149,web,completed
O02737,2024-02-21,C0006,web,completed
O04397,2024-02-21,C0041,store,completed
O05617,2024-02-21,C0173,store,completed
O05824,2024-02-21,C0052,web,completed
O05851,2024-02-21,C0015,store,completed
O00287,2024-02-22,C0045,store,completed
O00787,2024-02-22,C0140,web,completed
O01984,2024-02-22,C0105,store,completed
O05064,2024-02-22,C0111,web,completed
O05919,2024-02-22,C0060,web,completed
O00446,2024-02-23,C0167,web,completed
O01024,2024-02-23,C0051,web,completed
O01508,2024-02-23,C0111,store,completed
O03422,2024-02-23,C0052,web,completed
O03886,2024-02-23,C0091,web,completed
O04759,2024-02-23,C0155,store,completed
O05010,2024-02-23,C0004,web,completed
O05126,2024-02-23,C0150,web,completed
O05388,2024-02-23,C0107,web,pending
O05497,2024-02-23,C0141,store,completed
O00814,2024-02-24,C0060,web,completed
O02005,2024-02-24,C0129,web,completed
O02241,2024-02-24,C0091,store,completed
O02745,2024-02-24,C0161,web,pending
O02815,2024-02-24,C0061,store,completed
O03052,2024-02-24,C0037,store,completed
O05605,2024-02-24,C0020,web,completed
O05793,2024-02-24,C0134,store,pending
O05871,2024-02-24,C0018,web,completed
O01232,2024-02-25,C0008,web,completed
O03544,2024-02-25,C0034,web,completed
O04181,2024-02-25,C0036,web,completed
O04623,2024-02-25,C0052,store,completed
O05636,2024-02-25,C0081,web,completed
O00154,2024-02-26,C0025,store,completed
O00425,2024-02-26,C0082,store,completed
O01124,2024-02-26,C0075,web,completed
O01699,2024-02-26,C0030,web,completed
O01843,2024-02-26,C0125,store,completed
O03063,2024-02-26,C0068,web,completed
O00894,2024-02-27,C0143,web,completed
O01120,2024-02-27,C0155,store,completed
O01810,2024-02-27,C0053,web,completed
O02107,2024-02-27,C0043,web,completed
O02371,2024-02-27,C0097,phone,completed
O03078,2024-02-27,C0092,web,completed
O03744,2024-02-27,C0083,phone,completed
O04597,2024-02-27,C0049,phone,pending
O04606,2024-02-27,C0118,web,completed
O04726,2024-02-27,C0067,web,completed
O04784,2024-02-27,C0076,store,completed
O05769,2024-02-27,C0173,web,completed
O05906,2024-02-27,C0126,web,completed
O00852,2024-02-28,C0044,web,completed
O01343,2024-02-28,C0074,web,completed
O01728,2024-02-28,C0029,web,completed
O02710,2024-02-28,C0147,web,completed
O04129,2024-02-28,C0052,web,completed
O00497,2024-02-29,C0131,store,completed
O00976,2024-02-29,C0028,web,completed
O01436,2024-02-29,C0075,store,completed
O01617,2024-02-29,C0011,web,completed
O02191,2024-02-29,C0007,web,cancelled
O02919,2024-02-29,C0166,web,completed
O03372,2024-02-29,C0084,store,cancelled
O04534,2024-02-29,C0089,web,completed
O05784,2024-02-29,C0097,web,completed
O05826,2024-02-29,C0055,web,completed
O00180,2024-03-01,C0005,store,completed
O02670,2024-03-01,C0119,web,completed
O02733,2024-03-01,C0006,phone,completed
O04990,2024-03-01,C0126,web,completed
O05286,2024-03-01,C0073,phone,completed
O05396,2024-03-01,C0132,web,completed
O05616,2024-03-01,C0128,web,completed
O01925,2024-03-02,C0152,web,completed
O02631,2024-03-02,C0013,web,pending
O03448,2024-03-02,C0100,store,completed
O03756,2024-03-02,C0127,web,completed
O04292,2024-03-02,C0069,web,completed
O01146,2024-03-03,C0034,store,completed
O01330,2024-03-03,C0103,web,completed
O01638,2024-03-03,C0020,web,completed
O04596,2024-03-03,C0095,store,completed
O05065,2024-03-03,C0127,web,completed
O05247,2024-03-03,C0088,store,completed
O00127,2024-03-04,C0079,store,completed
O00604,2024-03-04,C0073,store,completed
O00767,2024-03-04,C0110,web,completed
O01990,2024-03-04,C0095,web,completed
O02369,2024-03-04,C0011,web,completed
O04065,2024-03-04,C0150,store,completed
O04653,2024-03-04,C0135,web,completed
O05191,2024-03-04,C0004,web,completed
O00330,2024-03-05,C0014,web,completed
O01568,2024-03-05,C0001,web,completed
O01998,2024-03-05,C0105,web,pending
O02010,2024-03-05,C0172,web,completed
O03687,2024-03-05,C0115,web,completed
O03838,2024-03-05,C0129,web,completed
O04873,2024-03-05,C0149,web,cancelled
O05509,2024-03-05,C0159,phone,completed
O05588,2024-03-05,C0033,web,completed
O05666,2024-03-05,C0049,web,completed
O01906,2024-03-06,C0003,web,completed
O02047,2024-03-06,C0051,web,completed
O02518,2024-03-06,C0116,web,completed
O03936,2024-03-06,C0060,web,completed
O05408,2024-03-06,C0023,web,cancelled
O05537,2024-03-06,C0109,phone,completed
O00013,2024-03-07,C0159,web,completed
O00969,2024-03-07,C0034,web,completed
O01484,2024-03-07,C0043,store,completed
O01894,2024-03-07,C0129,web,completed
O02141,2024-03-07,C0068,web,completed
O02647,2024-03-07,C0096,web,completed
O03126,2024-03-07,C0062,web,completed
O04859,2024-03-07,C0018,web,completed
O05263,2024-03-07,C0029,web,completed
O00850,2024-03-08,C0153,web,completed
O00896,2024-03-08,C0143,web,completed
O01491,2024-03-08,C0087,web,completed
O01855,2024-03-08,C0159,web,completed
O02752,2024-03-08,C0160,web,completed
O04376,2024-03-08,C0169,web,completed
O04446,2024-03-08,C0012,store,completed
O04642,2024-03-08,C0004,web,completed
O05595,2024-03-08,C0159,web,completed
O00654,2024-03-09,C0104,web,completed
O01142,2024-03-09,C0111,store,completed
O01231,2024-03-09,C0164,web,completed
O01956,2024-03-09,C0018,web,completed
O03041,2024-03-09,C0041,web,completed
O03393,2024-03-09,C0171,web,completed
O03935,2024-03-09,C0109,store,completed
O01719,2024-03-10,C0049,web,completed
O01744,2024-03-10,C0155,store,completed
O02003,2024-03-10,C0082,store,completed
O03014,2024-03-10,C0160,store,completed
O03581,2024-03-10,C0073,web,completed
O03878,2024-03-10,C0141,phone,cancelled
O05066,2024-03-10,C0113,web,completed
O05375,2024-03-10,C0096,store,completed
O05970,2024-03-10,C0130,web,completed
O00847,2024-03-11,C0016,web,completed
O01043,2024-03-11,C0147,store,completed
O01099,2024-03-11,C0006,web,completed
O04213,2024-03-11,C0159,web,completed
O04724,2024-03-11,C0078,store,completed
O04883,2024-03-11,C0159,store,completed
O05780,2024-03-11,C0025,web,completed
O05888,2024-03-11,C0039,web,completed
O00548,2024-03-12,C0036,store,completed
O01140,2024-03-12,C0160,web,completed
O05007,2024-03-12,C0001,phone,completed
O05601,2024-03-12,C0035,phone,completed
O00298,2024-03-13,C0112,store,completed
O02089,2024-03-13,C0174,phone,completed
O02865,2024-03-13,C0126,phone,completed
O03049,2024-03-13,C0018,phone,completed
O04490,2024-03-13,C0074,web,completed
O05726,2024-03-13,C0042,store,cancelled
O00438,2024-03-14,C0154,web,completed
O00984,2024-03-14,C0137,phone,completed
O01254,2024-03-14,C0066,web,completed
O02412,2024-03-14,C0066,web,completed
O03561,2024-03-14,C0089,web,completed
O03885,2024-03-14,C0021,phone,completed
O04251,2024-03-14,C0142,web,completed
O04491,2024-03-14,C0133,web,completed
O04631,2024-03-14,C0083,web,completed
O05183,2024-03-14,C0106,web,completed
O05184,2024-03-14,C0018,web,completed
O05289,2024-03-14,C0116,web,completed
O05604,2024-03-14,C0027,store,completed
O05607,2024-03-14,C0026,web,completed
O00667,2024-03-15,C0047,web,completed
O00889,2024-03-15,C0159,web,completed
O01459,2024-03-15,C0012,web,completed
O02832,2024-03-15,C0112,web,completed
O03854,2024-03-15,C0112,web,cancelled
O04040,2024-03-15,C0106,store,completed
O04361,2024-03-15,C0082,store,completed
O05053,2024-03-15,C0163,web,completed
O05133,2024-03-15,C0124,store,completed
O05579,2024-03-15,C0110,web,completed
O05779,2024-03-15,C0042,web,completed
O05838,2024-03-15,C0064,phone,completed
O00160,2024-03-16,C0148,web,pending
O00178,2024-03-16,C0167,web,completed
O03163,2024-03-16,C0086,web,completed
O04207,2024-03-16,C0110,web,completed
O04237,2024-03-16,C0095,phone,completed
O04844,2024-03-16,C0052,web,completed
O04886,2024-03-16,C0069,web,completed
O00383,2024-03-17,C0064,store,completed
O01296,2024-03-17,C0074,store,completed
O02012,2024-03-17,C0020,web,completed
O02639,2024-03-17,C0143,web,completed
O02838,2024-03-17,C0156,store,completed
O02845,2024-03-17,C0046,web,completed
O03483,2024-03-17,C0053,store,completed
O04637,2024-03-17,C0138,store,completed
O04748,2024-03-17,C0163,store,completed
O05455,2024-03-17,C0096,web,completed
O00050,2024-03-18,C0154,web,completed
O01806,2024-03-18,C0075,store,completed
O03089,2024-03-18,C0060,web,completed
O04183,2024-03-18,C0164,web,completed
O04261,2024-03-18,C0005,web,completed
O04330,2024-03-18,C0068,web,completed
O04366,2024-03-18,C0050,web,completed
O04398,2024-03-18,C0054,web,completed
O05558,2024-03-18,C0004,phone,completed
O05843,2024-03-18,C0110,web,completed
O00964,2024-03-19,C0104,web,completed
O01015,2024-03-19,C0097,web,completed
O01102,2024-03-19,C0056,web,cancelled
O01401,2024-03-19,C0164,web,completed
O01620,2024-03-19,C0129,web,completed
O01875,2024-03-19,C0001,web,completed
O02482,2024-03-19,C0166,web,completed
O03203,2024-03-19,C0115,web,completed
O03360,2024-03-19,C0124,store,completed
O03643,2024-03-19,C0094,web,completed
O03932,2024-03-19,C0045,web,completed
O04725,2024-03-19,C0083,web,completed
O04795,2024-03-19,C0134,web,completed
O05162,2024-03-19,C0008,phone,completed
O00362,2024-03-20,C0095,web,completed
O01370,2024-03-20,C0126,web,pending
O01770,2024-03-20,C0044,web,completed
O02505,2024-03-20,C0083,web,completed
O02663,2024-03-20,C0144,phone,completed
O04868,2024-03-20,C0050,store,completed
O04980,2024-03-20,C0149,web,completed
O05649,2024-03-20,C0049,store,completed
