timestamp,room_temp_c,outside_temp_c,door_open_minutes
2025-05-07 14:00:00,4.084,24.885,0
2025-05-07 14:30:00,4.027,25.461,0
2025-05-07 15:00:00,3.981,27.09,0
2025-05-07 15:30:00,3.95,27.843,0
2025-05-07 16:00:00,3.89,28.256,0
2025-05-07 16:30:00,3.879,29.407,0
2025-05-07 17:00:00,3.919,29.443,6
2025-05-07 17:30:00,4.616,30.037,0
2025-05-07 18:00:00,4.423,30.824,0
2025-05-07 18:30:00,4.359,31.828,0
2025-05-07 19:00:00,4.283,31.704,0
2025-05-07 19:30:00,4.236,31.618,0
2025-05-07 20:00:00,4.241,32.169,0
2025-05-07 20:30:00,4.192,31.634,0
2025-05-07 21:00:00,4.201,31.431,0
2025-05-07 21:30:00,4.229,30.673,0
2025-05-07 22:00:00,4.188,31.196,0
2025-05-07 22:30:00,4.259,31.106,0
2025-05-07 23:00:00,4.284,29.999,0
2025-05-07 23:30:00,4.208,29.07,0
2025-05-08 00:00:00,4.138,28.762,0
2025-05-08 00:30:00,4.089,27.953,0
2025-05-08 01:00:00,4.101,27.637,0
2025-05-08 01:30:00,4.052,26.804,0
2025-05-08 02:00:00,3.98,25.593,0
2025-05-08 02:30:00,3.905,25.341,0
2025-05-08 03:00:00,3.902,24.912,0
2025-05-08 03:30:00,3.87,23.214,0
2025-05-08 04:00:00,3.837,23.426,0
2025-05-08 04:30:00,3.837,22.489,0
2025-05-08 05:00:00,3.776,22.052,0
2025-05-08 05:30:00,3.77,21.898,0
2025-05-08 06:00:00,3.711,20.976,0
2025-05-08 06:30:00,3.642,20.854,0
2025-05-08 07:00:00,3.575,20.199,0
2025-05-08 07:30:00,3.62,20.347,7
2025-05-08 08:00:00,4.427,20.107,0
2025-05-08 08:30:00,4.121,20.446,0
2025-05-08 09:00:00,4.019,20.393,0
2025-05-08 09:30:00,3.904,20.856,0
2025-05-08 10:00:00,3.797,21.769,0
2025-05-08 10:30:00,3.743,22.221,0
2025-05-08 11:00:00,3.727,21.941,0
2025-05-08 11:30:00,3.668,23.039,0
2025-05-08 12:00:00,3.75,22.679,9
2025-05-08 12:30:00,4.808,23.603,0
2025-05-08 13:00:00,4.53,25.318,0
2025-05-08 13:30:00,4.282,26.184,0
2025-05-08 14:00:00,4.159,26.371,0
2025-05-08 14:30:00,4.101,27.863,0
2025-05-08 15:00:00,4.048,27.873,0
2025-05-08 15:30:00,4.035,28.895,0
2025-05-08 16:00:00,4.036,29.888,0
2025-05-08 16:30:00,4.088,30.786,3
2025-05-08 17:00:00,4.463,31.016,4
2025-05-08 17:30:00,4.863,31.018,0
2025-05-08 18:00:00,4.709,32.092,0
2025-05-08 18:30:00,4.631,32.211,0
2025-05-08 19:00:00,4.498,33.184,0
2025-05-08 19:30:00,4.418,32.417,0
2025-05-08 20:00:00,4.386,32.539,4
2025-05-08 20:30:00,4.779,32.867,0
2025-05-08 21:00:00,4.647,32.324,0
2025-05-08 21:30:00,4.507,32.226,0
2025-05-08 22:00:00,4.44,31.398,0
2025-05-08 22:30:00,4.356,31.757,0
2025-05-08 23:00:00,4.329,30.605,0
2025-05-08 23:30:00,4.283,30.362,0
2025-05-09 00:00:00,4.223,31.18,0
2025-05-09 00:30:00,4.21,29.62,0
2025-05-09 01:00:00,4.18,27.996,0
2025-05-09 01:30:00,4.118,27.868,0
2025-05-09 02:00:00,4.09,26.779,0
2025-05-09 02:30:00,4.076,27.01,0
2025-05-09 03:00:00,4.087,25.469,0
2025-05-09 03:30:00,4.022,24.338,0
2025-05-09 04:00:00,3.994,24.402,0
2025-05-09 04:30:00,3.922,22.942,0
2025-05-09 05:00:00,3.85,23.414,0
2025-05-09 05:30:00,3.821,22.305,0
2025-05-09 06:00:00,3.788,22.014,0
2025-05-09 06:30:00,3.699,20.484,0
2025-05-09 07:00:00,3.708,21.14,0
2025-05-09 07:30:00,3.663,21.146,4
2025-05-09 08:00:00,4.05,21.373,0
2025-05-09 08:30:00,3.915,21.808,0
2025-05-09 09:00:00,3.831,21.419,0
2025-05-09 09:30:00,3.796,21.666,0
2025-05-09 10:00:00,3.758,21.844,0
2025-05-09 10:30:00,3.771,22.15,0
2025-05-09 11:00:00,3.735,22.831,0
2025-05-09 11:30:00,3.715,23.289,0
2025-05-09 12:00:00,3.765,23.583,6
2025-05-09 12:30:00,4.445,24.774,0
2025-05-09 13:00:00,4.297,25.999,0
2025-05-09 13:30:00,4.212,26.765,0
2025-05-09 14:00:00,4.143,27.463,0
2025-05-09 14:30:00,4.032,28.066,0
2025-05-09 15:00:00,3.991,27.894,0
2025-05-09 15:30:00,3.947,29.791,0
2025-05-09 16:00:00,4.003,29.465,0
2025-05-09 16:30:00,4.027,31.674,0
2025-05-09 17:00:00,4.031,31.472,9
2025-05-09 17:30:00,5.174,31.999,0
2025-05-09 18:00:00,4.964,32.428,0
2025-05-09 18:30:00,4.82,32.736,0
2025-05-09 19:00:00,4.667,32.726,0
2025-05-09 19:30:00,4.613,33.572,0
2025-05-09 20:00:00,4.556,33.152,0
2025-05-09 20:30:00,4.489,32.171,0
2025-05-09 21:00:00,4.459,33.309,0
2025-05-09 21:30:00,4.481,32.633,0
2025-05-09 22:00:00,4.457,31.941,0
2025-05-09 22:30:00,4.415,32.244,0
2025-05-09 23:00:00,4.35,31.626,0
2025-05-09 23:30:00,4.348,30.653,0
2025-05-10 00:00:00,4.261,29.721,0
2025-05-10 00:30:00,4.205,29.649,0
2025-05-10 01:00:00,4.215,28.418,0
2025-05-10 01:30:00,4.214,27.91,0
2025-05-10 02:00:00,4.177,28.003,0
2025-05-10 02:30:00,4.118,26.759,0
2025-05-10 03:00:00,4.067,25.051,0
2025-05-10 03:30:00,3.96,24.531,0
2025-05-10 04:00:00,3.931,24.515,0
2025-05-10 04:30:00,3.865,23.584,0
2025-05-10 05:00:00,3.796,23.366,0
2025-05-10 05:30:00,3.671,22.384,0
2025-05-10 06:00:00,3.616,21.518,0
2025-05-10 06:30:00,3.593,21.332,0
2025-05-10 07:00:00,3.652,21.073,0
2025-05-10 07:30:00,3.648,21.408,5
2025-05-10 08:00:00,4.176,21.341,0
2025-05-10 08:30:00,3.949,21.512,0
2025-05-10 09:00:00,3.842,21.072,0
2025-05-10 09:30:00,3.762,20.269,0
2025-05-10 10:00:00,3.721,21.551,0
2025-05-10 10:30:00,3.674,22.587,0
2025-05-10 11:00:00,3.739,22.72,0
2025-05-10 11:30:00,3.694,23.257,0
2025-05-10 12:00:00,3.75,23.243,9
2025-05-10 12:30:00,4.787,24.925,0
2025-05-10 13:00:00,4.518,25.742,0
2025-05-10 13:30:00,4.276,26.62,0
2025-05-10 14:00:00,4.172,26.92,0
2025-05-10 14:30:00,4.105,28.065,0
2025-05-10 15:00:00,4.04,28.505,0
2025-05-10 15:30:00,4.061,29.118,0
2025-05-10 16:00:00,4.104,29.63,0
2025-05-10 16:30:00,4.093,30.702,0
2025-05-10 17:00:00,4.162,29.783,4
2025-05-10 17:30:00,4.591,30.947,0
2025-05-10 18:00:00,4.458,32.308,0
2025-05-10 18:30:00,4.436,32.606,0
2025-05-10 19:00:00,4.394,32.758,0
2025-05-10 19:30:00,4.397,32.303,0
2025-05-10 20:00:00,4.325,32.755,0
2025-05-10 20:30:00,4.31,32.542,0
2025-05-10 21:00:00,4.319,33.256,0
2025-05-10 21:30:00,4.315,31.857,0
2025-05-10 22:00:00,4.288,31.72,0
2025-05-10 22:30:00,4.281,31.785,0
2025-05-10 23:00:00,4.278,30.508,0
2025-05-10 23:30:00,4.247,29.841,0
2025-05-11 00:00:00,4.18,29.138,0
2025-05-11 00:30:00,4.172,29.452,0
2025-05-11 01:00:00,4.177,28.41,0
2025-05-11 01:30:00,4.09,27.083,0
2025-05-11 02:00:00,4.03,27.01,0
2025-05-11 02:30:00,4.034,25.678,0
2025-05-11 03:00:00,3.988,24.822,0
2025-05-11 03:30:00,3.934,24.515,0
2025-05-11 04:00:00,3.865,22.919,0
2025-05-11 04:30:00,3.813,22.571,0
2025-05-11 05:00:00,3.713,21.731,0
2025-05-11 05:30:00,3.758,21.615,0
2025-05-11 06:00:00,3.759,21.248,0
2025-05-11 06:30:00,3.686,20.215,0
2025-05-11 07:00:00,3.635,19.715,0
2025-05-11 07:30:00,3.634,20.659,8
2025-05-11 08:00:00,4.54,19.567,0
2025-05-11 08:30:00,4.242,19.731,0
2025-05-11 09:00:00,4.017,19.985,0
2025-05-11 09:30:00,3.919,19.74,0
2025-05-11 10:00:00,3.746,20.6,0
2025-05-11 10:30:00,3.726,21.443,0
2025-05-11 11:00:00,3.696,21.378,0
2025-05-11 11:30:00,3.712,22.123,0
2025-05-11 12:00:00,3.655,22.916,6
2025-05-11 12:30:00,4.338,24.127,0
2025-05-11 13:00:00,4.27,24.338,0
2025-05-11 13:30:00,4.15,25.056,0
2025-05-11 14:00:00,4.066,25.359,0
2025-05-11 14:30:00,4.073,26.378,0
2025-05-11 15:00:00,4.045,27.577,0
2025-05-11 15:30:00,4.02,27.925,0
2025-05-11 16:00:00,4.032,29.118,0
2025-05-11 16:30:00,4.12,29.625,0
2025-05-11 17:00:00,4.152,29.915,3
2025-05-11 17:30:00,4.433,30.144,0
2025-05-11 18:00:00,4.364,30.508,0
2025-05-11 18:30:00,4.336,31.516,0
2025-05-11 19:00:00,4.321,31.438,0
2025-05-11 19:30:00,4.318,31.317,0
2025-05-11 20:00:00,4.263,30.919,0
2025-05-11 20:30:00,4.273,31.59,0
2025-05-11 21:00:00,4.264,30.555,0
2025-05-11 21:30:00,4.263,30.341,0
2025-05-11 22:00:00,4.237,31.448,0
2025-05-11 22:30:00,4.226,31.072,0
2025-05-11 23:00:00,4.269,30.036,6
2025-05-11 23:30:00,4.883,28.626,0
2025-05-12 00:00:00,4.683,27.714,0
2025-05-12 00:30:00,4.49,27.787,0
2025-05-12 01:00:00,4.346,27.158,0
2025-05-12 01:30:00,4.235,25.632,0
2025-05-12 02:00:00,4.137,25.323,0
2025-05-12 02:30:00,4.115,24.885,0
2025-05-12 03:00:00,4.019,23.667,2
2025-05-12 03:30:00,4.206,22.808,0
2025-05-12 04:00:00,4.044,22.618,0
2025-05-12 04:30:00,3.999,22.167,0
2025-05-12 05:00:00,3.891,21.358,0
2025-05-12 05:30:00,3.74,20.157,0
2025-05-12 06:00:00,3.681,20.229,0
2025-05-12 06:30:00,3.62,20.063,0
2025-05-12 07:00:00,3.643,19.508,0
2025-05-12 07:30:00,3.566,18.803,3
2025-05-12 08:00:00,3.811,18.857,0
2025-05-12 08:30:00,3.675,18.436,0
2025-05-12 09:00:00,3.57,19.75,0
2025-05-12 09:30:00,3.5,19.598,0
2025-05-12 10:00:00,3.524,19.313,0
2025-05-12 10:30:00,3.585,20.705,0
2025-05-12 11:00:00,3.639,21.358,0
2025-05-12 11:30:00,3.653,21.057,0
2025-05-12 12:00:00,3.697,21.792,8
2025-05-12 12:30:00,4.628,23.26,0
2025-05-12 13:00:00,4.35,23.596,0
2025-05-12 13:30:00,4.215,24.109,0
2025-05-12 14:00:00,4.028,25.393,0
2025-05-12 14:30:00,3.909,25.882,0
2025-05-12 15:00:00,3.866,27.46,0
2025-05-12 15:30:00,3.885,27.801,0
2025-05-12 16:00:00,3.975,28.043,0
2025-05-12 16:30:00,4.033,28.214,0
2025-05-12 17:00:00,4.037,29.846,6
2025-05-12 17:30:00,4.808,30.065,0
2025-05-12 18:00:00,4.621,29.773,0
2025-05-12 18:30:00,4.476,30.217,0
2025-05-12 19:00:00,4.434,30.259,0
2025-05-12 19:30:00,4.333,31.091,5
2025-05-12 20:00:00,4.819,30.416,0
2025-05-12 20:30:00,4.621,30.568,0
2025-05-12 21:00:00,4.548,30.375,0
2025-05-12 21:30:00,4.47,30.505,0
2025-05-12 22:00:00,4.394,30.416,0
2025-05-12 22:30:00,4.351,28.726,0
2025-05-12 23:00:00,4.263,28.462,0
2025-05-12 23:30:00,4.173,28.571,0
2025-05-13 00:00:00,4.13,27.449,0
2025-05-13 00:30:00,4.004,27.023,0
2025-05-13 01:00:00,3.903,25.917,0
2025-05-13 01:30:00,3.908,25.646,0
2025-05-13 02:00:00,3.859,24.966,0
2025-05-13 02:30:00,3.833,23.422,0
2025-05-13 03:00:00,3.802,23.357,0
2025-05-13 03:30:00,3.799,22.825,0
2025-05-13 04:00:00,3.77,22.378,0
2025-05-13 04:30:00,3.755,20.614,0
2025-05-13 05:00:00,3.689,20.339,5
2025-05-13 05:30:00,4.193,19.793,0
2025-05-13 06:00:00,4.09,19.412,0
2025-05-13 06:30:00,3.918,19.077,0
2025-05-13 07:00:00,3.831,18.897,0
2025-05-13 07:30:00,3.733,18.749,5
2025-05-13 08:00:00,4.248,18.88,0
2025-05-13 08:30:00,4.01,18.373,0
2025-05-13 09:00:00,3.812,19.384,0
2025-05-13 09:30:00,3.684,18.637,0
2025-05-13 10:00:00,3.566,19.8,0
2025-05-13 10:30:00,3.559,20.287,0
2025-05-13 11:00:00,3.531,20.305,0
2025-05-13 11:30:00,3.576,20.787,0
2025-05-13 12:00:00,3.534,22.631,3
2025-05-13 12:30:00,3.95,22.282,0
2025-05-13 13:00:00,3.917,22.078,0
2025-05-13 13:30:00,3.816,24.238,0
2025-05-13 14:00:00,3.811,24.537,0
2025-05-13 14:30:00,3.813,25.355,0
